train/loss_actor,total/steps,success rate,total/steps_per_second,train/loss_critic,rollout/actions_std,errors,rollout/error,reference_action_mean,rollout/return,total/duration,rollout/actions_mean,reference_Q_mean,total/epochs,rollout/return_history,rollout/Q_mean,total/episodes,rollout/goal_tolerance,rollout/episodes,reference_Q_std,train/param_noise_distance,rollout/episode_steps,reference_actor_Q_mean,reference_action_std,reference_actor_Q_std
1.532183,662998,1.0,21.586546324645685,0.01859333,0.755616,0.0027233918342710745,0.06386,-0.012844119,-6.220149619417857,30713.481908082962,-0.0008811693,-1.9254706,1,-6.45,-3.1453688,91833,0.00532,91833,3.4386756,0.0,7.219463591519388,-1.2666639,0.83309424,3.3364935
1.5242033,663998,1.0,21.587551843729507,0.018001908,0.75558335,0.002764225459592759,0.00308,-0.0013529187,-6.221215745976512,30758.374307870865,-0.00082633976,-1.9244095,1,-7.22,-3.1455655,91960,0.00531,91960,3.4625354,0.0,7.220530665506742,-1.259306,0.8325477,3.3528285
1.5150094,664998,1.0,21.588150666447817,0.019528924,0.75554556,0.002935051086130775,0.09331,-0.03684871,-6.221626199887069,30803.842824459076,-0.0007095307,-1.948883,1,-6.76,-3.1457958,92092,0.0053,92092,3.4357083,0.0,7.220942101376884,-1.3063979,0.82583696,3.3259172
1.5762917,665998,1.0,21.588242338782788,0.01841679,0.75551057,0.0029509082292397447,0.02094,-0.055180084,-6.222278848864696,30850.033529758453,-0.00070520927,-1.9438373,1,-6.73,-3.1460493,92222,0.00529,92222,3.4430847,0.0,7.221595714688469,-1.2885995,0.83502,3.3332686
1.6064914,666998,1.0,21.588259954057364,0.018326942,0.75547916,0.00276955827412203,0.0193,-0.045533195,-6.222916418524574,30896.329830169678,-0.0006581516,-1.9457814,1,-6.52,-3.1459947,92353,0.00528,92353,3.4375503,0.0,7.222234253353979,-1.2679656,0.82573736,3.3460665
1.5477468,667998,1.0,21.5878709416186,0.017565303,0.7554479,0.0028815443725413808,0.00244,-0.023626223,-6.223942732944777,30943.208888292313,-0.0005968324,-1.9595605,1,-6.63,-3.146229,92479,0.00527,92479,3.4562569,0.0,7.223261497204771,-1.3035942,0.83495635,3.3420966
1.5070143,668998,1.0,21.588195206126155,0.019005148,0.75542736,0.002872590690202863,0.027,-0.0222042,-6.2244333826435305,30989.065719127655,-0.0006413859,-1.9728925,1,-6.67,-3.1461058,92611,0.00526,92611,3.4425387,0.0,7.2237531178801655,-1.2987808,0.83311015,3.3464568
1.5596385,669998,1.0,21.58916094141724,0.017332094,0.7553829,0.003143228764370406,0.12896,-0.016206475,-6.226225654077605,31033.999043226242,-0.0005051323,-1.9637142,1,-7.83,-3.1464615,92726,0.00525,92726,3.4533782,0.0,7.2255462329875115,-1.3003323,0.8390434,3.3495522
1.5737839,670998,1.0,21.5899231644812,0.019585758,0.75534326,0.002781357597564871,0.04784,-0.041315433,-6.22721104553483,31079.22130560875,-0.000544231,-1.9664834,1,-6.93,-3.1464095,92852,0.00524,92852,3.4395323,0.0,7.226532546417955,-1.2924361,0.83969796,3.3422253
1.6007801,671998,1.0,21.590804759184252,0.01926352,0.7553247,0.0028509971949653794,0.02197,-0.01704797,-6.229183025869951,31124.268293619156,-0.0006049147,-2.0051274,1,-8.03,-3.1474967,92965,0.00523,92965,3.449805,0.0,7.228505351476362,-1.3284843,0.8300249,3.3474398
1.5889903,672998,1.0,21.591862855486013,0.018550737,0.7552867,0.002598547380379923,0.08532,-0.029549144,-6.230151142430525,31169.056811094284,-0.00069838663,-1.9749727,1,-6.57,-3.1480205,93091,0.00522,93091,3.4259195,0.0,7.2294743852789205,-1.3140767,0.8227675,3.3248963
1.5754987,673998,1.0,21.592854541775385,0.017255671,0.75524694,0.0026800335106904136,0.0093,0.02817057,-6.230996159540003,31213.936939001083,-0.00069859007,-1.9794245,1,-7.09,-3.1481135,93218,0.00521,93218,3.414646,0.0,7.230320324400867,-1.3199317,0.8318097,3.318431
1.5603476,674998,1.0,21.593487121842127,0.017806187,0.7552174,0.002843356229835808,0.0201,-0.010931835,-6.230543475932392,31259.33278822899,-0.00071461895,-1.9743751,1,-6.21,-3.148034,93362,0.00519,93362,3.449418,0.0,7.229868683190163,-1.3072292,0.8293458,3.3444622
1.5513463,675998,1.0,21.59397491749515,0.01860481,0.7551893,0.002953465624327892,0.01939,0.015463012,-6.2321031236628155,31304.935871362686,-0.0006950188,-1.9377396,1,-7.09,-3.1487033,93480,0.00518,93480,3.458921,0.0,7.23142918271288,-1.2585299,0.83354187,3.3650908
1.5698535,676998,1.0,21.59474095179332,0.01834886,0.7551465,0.002745188652532313,0.01771,0.009806581,-6.234234426754996,31350.13295650482,-0.0007603375,-1.9963703,1,-8.21,-3.14989,93590,0.00517,93590,3.416985,0.0,7.2335612779143075,-1.3250498,0.83575076,3.326149
1.5584612,677998,1.0,21.595725869874727,0.018087696,0.7551147,0.0029247968239123952,0.02306,-0.01643291,-6.235341194045777,31395.008627414703,-0.00082395243,-2.0239928,1,-7.53,-3.1500359,93715,0.00516,93715,3.4268496,0.0,7.23466894307208,-1.3252492,0.8364405,3.347319
1.5776781,678998,1.0,21.59647181828969,0.018928947,0.75509006,0.002676203573422776,0.03475,-0.029735282,-6.235402548693688,31440.22809433937,-0.00085781293,-1.9795263,1,-6.56,-3.149727,93852,0.00515,93852,3.426329,0.0,7.234731279035077,-1.3021834,0.82514054,3.3413925
1.5697712,679998,1.0,21.596911682178686,0.018161729,0.75505406,0.002708338476956269,0.003,-0.042586714,-6.235636464229476,31485.89066839218,-0.00084383396,-1.9957001,1,-6.53,-3.1494088,93988,0.00514,93988,3.4457326,0.0,7.2349661658935185,-1.3138736,0.8287804,3.360209
1.5722507,680998,1.0,21.597501836659315,0.017959744,0.755018,0.0027208748228261526,0.16845,-0.014736093,-6.236741719883967,31531.331963777542,-0.0008698418,-1.990922,1,-7.58,-3.1499867,94111,0.00513,94111,3.442185,0.0,7.236072297606018,-1.2974284,0.8302721,3.3632183
1.5937624,681998,1.0,21.59737146753548,0.017193172,0.7549779,0.002746743488841711,0.05171,0.010633434,-6.237192818640975,31577.82422852516,-0.00082205917,-1.9358367,1,-6.13,-3.1495788,94244,0.00512,94244,3.4331977,0.0,7.23652434107211,-1.2564414,0.8283904,3.3412426
1.5937788,682998,1.0,21.598078343702785,0.01717609,0.7549425,0.0027822001666382773,0.06839,0.010662,-6.237570992625244,31623.09114408493,-0.0008746802,-1.9930662,1,-6.64,-3.1495168,94376,0.00511,94376,3.445863,0.0,7.2369034500296685,-1.2926486,0.82515675,3.3569195
1.5726213,683998,1.0,21.59782560882411,0.01743124,0.7549155,0.0029465103223742907,0.00215,-0.048602786,-6.238149151394591,31669.762150526047,-0.00084637123,-2.0111418,1,-6.95,-3.1496944,94508,0.0051,94508,3.4408264,0.0,7.237482541160537,-1.3273116,0.831134,3.348108
1.5702312,684998,1.0,21.598767603162027,0.017372001,0.7548914,0.0027978314441031034,0.00582,-0.004682496,-6.239234500322304,31714.679864406586,-0.0009146643,-2.001975,1,-7.35,-3.1497843,94631,0.00509,94631,3.4271452,0.0,7.238568756538555,-1.3366523,0.8312795,3.3305724
1.5601963,685998,1.0,21.598618090726422,0.01787916,0.75485027,0.0028893860405859663,0.08905,-0.032154948,-6.239826931194597,31761.1986618042,-0.001007356,-1.9691149,1,-6.53,-3.1498964,94760,0.00508,94760,3.4458096,0.0,7.239162093710426,-1.2767317,0.82608813,3.366636
1.5626677,686998,1.0,21.59856050598414,0.017548738,0.754809,0.0026407747563088058,0.00263,-0.0047731684,-6.240625987986089,31807.582723379135,-0.0010747276,-1.967738,1,-6.66,-3.150113,94890,0.00507,94890,3.4385047,0.0,7.239962061334176,-1.276842,0.8294838,3.362769
1.5665841,687998,1.0,21.598746874466872,0.018336916,0.75478643,0.002697636092662134,0.01463,-0.0599971,-6.241485644523028,31853.607248544693,-0.0010089813,-2.004866,1,-7.43,-3.1506376,95016,0.00506,95016,3.420225,0.0,7.240822598299234,-1.3218541,0.8348843,3.3305163
1.5801736,688998,1.0,21.59924369646204,0.018618934,0.7547464,0.0028873949899602476,0.01382,-0.015866026,-6.242839273889233,31899.172474861145,-0.0010019271,-1.9808112,1,-7.45,-3.1509805,95137,0.00505,95137,3.4349709,0.0,7.242177070960825,-1.2884452,0.8307959,3.358184
1.5534188,689998,1.0,21.59930760906156,0.019001763,0.75471103,0.002913082708790882,0.11734,-0.025830412,-6.243376579753957,31945.375865221024,-0.0009847071,-2.0256076,1,-6.87,-3.1510243,95268,0.00504,95268,3.4306395,0.0,7.242715287399757,-1.3445321,0.8276003,3.3413894
1.5665152,690998,1.0,21.599785320621745,0.019168995,0.7546913,0.002771335416685798,0.16562,-0.0282117,-6.244883837960245,31990.966101884842,-0.0010349411,-1.9806318,1,-7.66,-3.1517432,95384,0.00503,95384,3.4404619,0.0,7.244223349828063,-1.2807493,0.82199305,3.3562672
1.6213647,691998,1.0,21.600715503437577,0.019577544,0.75466835,0.002680053400316451,0.02523,-0.041013025,-6.246874280089635,32035.88325071335,-0.0010120594,-2.0128875,1,-7.75,-3.152588,95498,0.00502,95498,3.4327302,0.0,7.246214580410061,-1.3364515,0.8298121,3.35169
1.5678241,692998,1.0,21.601106055023987,0.019337274,0.75464576,0.002798568996818434,0.02799,-0.03400599,-6.247822131121825,32081.597962379456,-0.0010229567,-1.9482355,1,-6.6,-3.1531682,95621,0.00501,95621,3.4429445,0.0,7.247163280032629,-1.2873127,0.8339491,3.3407695
1.5686985,693998,1.0,21.601979985411337,0.018990153,0.7546074,0.00246242220144602,0.0027,0.04560105,-6.2484726327112465,32126.592121124268,-0.0010431956,-1.9457713,1,-6.51,-3.1529927,95753,0.005,95753,3.461269,0.0,7.247814689879168,-1.2678058,0.8295416,3.3639495
1.5590929,694998,1.0,21.602635035927108,0.02029173,0.7545746,0.0027640815736000813,0.03395,-0.0093256,-6.24995045425624,32171.908604860306,-0.000987256,-1.9641807,1,-7.49,-3.152963,95871,0.00499,95871,3.4418213,0.0,7.249293321233742,-1.2683984,0.8380335,3.3526995
1.5538884,695998,1.0,21.60351878555647,0.01877169,0.75452197,0.002793783265112999,0.00747,-0.012612554,-6.2510130735975835,32216.881282567978,-0.0010571444,-1.9839783,1,-6.79,-3.1526592,95995,0.00498,95995,3.4248874,0.0,7.250356789416116,-1.2910054,0.83510566,3.3388205
1.5739603,696998,1.0,21.604369034314463,0.019033134,0.7544798,0.0027216523090917467,0.04652,0.0096005285,-6.2515448473878035,32261.900307893753,-0.001084733,-1.969475,1,-6.37,-3.1525714,96126,0.00497,96126,3.4510288,0.0,7.250889457586918,-1.2710446,0.8318157,3.3725576
1.5757835,697998,1.0,21.60511359894402,0.018554103,0.75444907,0.0027805109588896525,0.04891,-0.027392903,-6.253304239401496,32307.073823213577,-0.0010081464,-1.9915326,1,-7.82,-3.1530774,96240,0.00496,96240,3.429311,0.0,7.252649625935162,-1.3028417,0.8237563,3.344231
1.552368,698998,1.0,21.605296008402476,0.018499207,0.7544128,0.0025364392176769916,0.03484,-0.0046630925,-6.254734897622432,32353.086008548737,-0.0009897619,-1.9790155,1,-7.34,-3.153451,96359,0.00495,96359,3.4538877,0.0,7.254081092580869,-1.2910144,0.82688206,3.3686314
1.5770772,699998,1.0,21.60453483689359,0.018031668,0.7543811,0.0027784192307905293,0.01804,-0.017987488,-6.254826774999223,32400.51245188713,-0.0009752619,-1.9783111,1,-6.28,-3.153521,96493,0.00494,96493,3.4523413,0.0,7.254173877897879,-1.2769164,0.82459265,3.374988
1.591843,700998,1.0,21.604898721160364,0.018484674,0.7543493,0.002643679176248226,0.066,-0.03599343,-6.255883996770788,32446.252539634705,-0.0010318917,-1.9715145,1,-6.74,-3.1542346,96618,0.00493,96618,3.438955,0.0,7.2552319443581945,-1.2886097,0.82703626,3.341577
1.5768332,701998,1.0,21.60492024893693,0.01808223,0.75431895,0.002475699095960662,0.01928,0.011196966,-6.256979833166224,32492.505962133408,-0.0010369088,-1.9858363,1,-6.8,-3.1540203,96743,0.00492,96743,3.424518,0.0,7.256328623259564,-1.300967,0.8333706,3.3418448
1.5853883,702998,1.0,21.605042256346596,0.019154407,0.7542981,0.0026195050862376484,0.00502,-0.026097232,-6.257533058747019,32538.607962846756,-0.0010996688,-1.9951975,1,-6.77,-3.1546612,96873,0.00491,96873,3.4387093,0.0,7.256882722740082,-1.2835016,0.8284268,3.3633344
1.5826,703998,1.0,21.605619692788466,0.019103402,0.7542753,0.002878591116332396,0.0231,-0.007007815,-6.258575007474458,32584.02258348465,-0.0011040977,-1.9618185,1,-7.18,-3.1549265,96997,0.0049,96997,3.426282,0.0,7.257925502850604,-1.2817639,0.82450247,3.337362
1.555421,704998,1.0,21.60610386128372,0.01932334,0.75425106,0.0026268437291567864,0.06892,0.013165663,-6.259155915694532,32629.575629472733,-0.0011583491,-2.0459478,1,-7.35,-3.155048,97123,0.00489,97123,3.4193585,0.0,7.258507253688622,-1.3581761,0.82455003,3.3289223
1.5804819,705998,1.0,21.60252214633151,0.01888326,0.7542201,0.0024933580840212667,0.00485,-0.0038308043,-6.2604372326423166,32681.276529550552,-0.0011600341,-2.0389657,1,-7.88,-3.1549146,97248,0.00488,97248,3.427262,0.0,7.259789404409346,-1.350617,0.8256033,3.3384516
1.5341458,706998,1.0,21.603381776771567,0.018824937,0.7541739,0.0024996571300930897,0.01691,0.0006060724,-6.260466405840855,32726.265142440796,-0.0011504425,-1.9902458,1,-6.5,-3.1543813,97383,0.00487,97383,3.440729,0.0,7.259819475678507,-1.299322,0.8373231,3.3528166
1.5555993,707998,1.0,21.60346581378247,0.020133864,0.7541441,0.002746774553957357,0.02753,-0.00882374,-6.262123076923077,32772.42670702934,-0.0011554378,-1.9772681,1,-7.78,-3.1553552,97500,0.00486,97500,3.4311624,0.0,7.261476923076923,-1.2831337,0.82642484,3.3448622
1.6043277,708998,1.0,21.603709947746484,0.018664582,0.75410897,0.0028644091657380527,0.04096,0.023192838,-6.262631746064263,32818.34470629692,-0.001152614,-2.0043025,1,-6.38,-3.1552846,97631,0.00485,97631,3.4243693,0.0,7.261986459218896,-1.3213677,0.8213559,3.3404422
1.5787271,709998,1.0,21.603833917946616,0.019061945,0.7540694,0.0026478689852234326,0.08246,-0.0037232388,-6.26305452983235,32864.44446372986,-0.0011168184,-2.0324075,1,-6.44,-3.1548824,97763,0.00484,97763,3.4341486,0.0,7.262410114255904,-1.3435566,0.8302306,3.3396173
1.5657442,710998,1.0,21.60411341706992,0.018750364,0.75403875,0.002627091975356366,0.00119,-0.013904229,-6.264343508642884,32910.3067677021,-0.0012199425,-1.9860235,1,-6.95,-3.155384,97884,0.00483,97884,3.4316244,0.0,7.263699889665318,-1.3115954,0.8245535,3.3387501
1.5605328,711998,1.0,21.60517059090558,0.018740084,0.75401765,0.002481579215175017,0.00245,-0.032010935,-6.264985257057737,32954.98163294792,-0.0012543061,-2.0074232,1,-7.34,-3.1556468,98013,0.00482,98013,3.421241,0.0,7.264342485180538,-1.2884545,0.82230896,3.3473527
1.5725701,712998,1.0,21.60575279329382,0.019908229,0.7539813,0.002457861793715766,0.06427,-0.0070580333,-6.2654365014672315,33000.377576351166,-0.0012250786,-2.0368192,1,-6.35,-3.155554,98144,0.00482,98144,3.4196594,0.0,7.264794587544832,-1.3235872,0.8272874,3.3414817
1.5568421,713998,1.0,21.606532615652515,0.020220328,0.753946,0.0028078970785020735,0.00287,-0.024190135,-6.265746148680274,33045.468826532364,-0.0012664652,-1.9971321,1,-6.4,-3.1554465,98278,0.00481,98278,3.4327333,0.0,7.265105109994098,-1.3192016,0.8258606,3.3376787
1.568435,714998,1.0,21.60756199269195,0.018297069,0.7539229,0.0025121191965818746,0.00475,0.02561594,-6.266531172196535,33090.17464542389,-0.0012357959,-2.0333157,1,-6.85,-3.1556015,98405,0.0048,98405,3.4051094,0.0,7.265890960825161,-1.3381525,0.829668,3.317045
1.5282675,715998,1.0,21.607770321616364,0.020167869,0.75388694,0.002458847064439354,0.02308,-0.009130046,-6.267883967358207,33136.135257959366,-0.001234948,-2.010826,1,-7.53,-3.156071,98524,0.00479,98524,3.4160717,0.0,7.267244529251756,-1.327305,0.82882994,3.321306
1.5587294,716998,1.0,21.60850374603998,0.01881801,0.753854,0.0026497668206565245,0.18285,0.04278132,-6.269518141911415,33181.288645744324,-0.0012449395,-2.0462332,1,-7.28,-3.15689,98639,0.00478,98639,3.4049098,0.0,7.268879449305041,-1.3347733,0.82886773,3.3313086
1.52699,717998,1.0,21.608761947265343,0.01946614,0.75382674,0.0026278007943446235,0.0913,0.009719077,-6.270138101409364,33227.169689416885,-0.0011710656,-2.0245972,1,-7.02,-3.1567626,98768,0.00477,98768,3.4144092,0.0,7.269500242993682,-1.3090707,0.82847774,3.3390486
1.5899761,718998,1.0,21.60919157455379,0.018732592,0.753799,0.0027404927289004233,0.0548,0.04170848,-6.271027564867434,33272.78568100929,-0.0011853286,-1.9998065,1,-6.56,-3.1568675,98894,0.00476,98894,3.3967786,0.0,7.270390519141707,-1.281618,0.82174367,3.3211584
1.5343065,719998,1.0,21.610304508142274,0.019345457,0.7537689,0.002922492544026071,0.02036,0.028931879,-6.2724518240213305,33317.34634876251,-0.0012264778,-2.031628,1,-7.32,-3.1570487,99012,0.00475,99012,3.4036474,0.0,7.271815537510605,-1.3337998,0.83448917,3.3182485
1.5639492,720998,1.0,21.611080441005416,0.017990306,0.75374323,0.002651517928152629,0.05963,-0.018996892,-6.27277495360284,33362.42266869545,-0.0012881723,-2.0170085,1,-6.21,-3.1567142,99144,0.00474,99144,3.3993874,0.0,7.2721395142419105,-1.3188467,0.82438654,3.3239293
1.5956454,721998,1.0,21.611537369971636,0.019363197,0.7537083,0.0026967216794940786,0.06837,-0.0034512382,-6.273610089756117,33407.98887372017,-0.0013581299,-2.0118604,1,-6.5,-3.1566455,99269,0.00473,99269,3.4075627,0.0,7.2729754505434725,-1.3170227,0.83148175,3.3284686
1.5892935,722998,1.0,21.611464585591875,0.019181065,0.7536797,0.00275465673820786,0.00724,0.005607009,-6.275911688938979,33454.3731238842,-0.001296416,-2.0359335,1,-8.33,-3.157669,99376,0.00472,99376,3.3918738,0.0,7.275277733054258,-1.3393075,0.8193747,3.3072195
1.5490321,723998,1.0,21.611544311065344,0.01857109,0.7536573,0.002801676744839681,0.05118,0.00969619,-6.276858756607908,33500.52127599716,-0.0012694455,-2.0227137,1,-6.93,-3.1583304,99502,0.00471,99502,3.409654,0.0,7.276225603505457,-1.3321533,0.82713795,3.3213375
1.5635997,724998,1.0,21.611313862061085,0.019297488,0.7536347,0.0025751930663280354,0.09039,0.011882017,-6.27770584279362,33547.15056324005,-0.0012252697,-2.01859,1,-7.18,-3.158288,99627,0.0047,99627,3.421008,0.0,7.277073484095677,-1.3320835,0.836198,3.3330464
1.5837125,725998,1.0,21.61187645837098,0.019921789,0.75360423,0.00270484416075612,0.01907,-0.010235917,-6.278452207909378,33592.54812502861,-0.001249101,-2.1287527,1,-7.14,-3.158302,99755,0.00469,99755,3.3943236,0.0,7.277820660618516,-1.4193218,0.83681846,3.3124967
1.5618553,726998,1.0,21.612504796365894,0.01907228,0.7535651,0.002580668373037347,0.02875,0.027973158,-6.279563863552169,33637.841002225876,-0.0012822519,-2.0656393,1,-7.08,-3.158059,99877,0.00468,99877,3.3958292,0.0,7.278933087697868,-1.3429599,0.82776976,3.32992
1.5651832,727998,1.0,21.61215843429446,0.018733086,0.7535387,0.0026243447744095033,0.00836,-0.025995662,-6.280414391712166,33684.65034222603,-0.0012962283,-2.0492182,1,-6.65,-3.158238,100002,0.00467,100002,3.403887,0.0,7.279784404311914,-1.3510203,0.82785404,3.3303134
1.596672,728998,1.0,21.612535031221288,0.019678785,0.75349873,0.0026509007157680484,0.09991,0.0058538783,-6.281987255039054,33730.33283448219,-0.0012452304,-2.0539403,1,-7.5,-3.1583693,100118,0.00466,100118,3.398357,0.0,7.281357997562876,-1.3368397,0.8253234,3.3324873
1.5896845,729998,1.0,21.612586395039724,0.020054318,0.75346166,0.00255875306851733,0.0838,0.04088196,-6.283711788650331,33776.522006988525,-0.0012740872,-2.0835986,1,-7.7,-3.1589715,100232,0.00465,100232,3.3705149,0.0,7.283083246867268,-1.4099386,0.8252945,3.2811759
1.5941471,730998,1.0,21.613159364904327,0.018690068,0.753434,0.00253366017893284,0.06986,-0.01041646,-6.284966916454081,33821.89469194412,-0.0012585347,-2.0370407,1,-7.34,-3.1590748,100352,0.00465,100352,3.4282687,0.0,7.28433912627551,-1.3441623,0.829778,3.3400855
1.590742,731998,1.0,21.61359483374939,0.019276328,0.75340873,0.0025569014324364567,0.01269,-0.008768228,-6.286366939055828,33867.480427503586,-0.0012483007,-2.019342,1,-7.45,-3.1593504,100469,0.00464,100469,3.4175694,0.0,7.285739879962974,-1.3030539,0.8218563,3.3375618
1.5963185,732998,1.0,21.612658175581785,0.020452771,0.7533772,0.00219033066635444,0.01,0.023661425,-6.2863745701051625,33915.217371463776,-0.0012783761,-2.0408907,1,-5.88,-3.1590536,100606,0.00463,100606,3.403689,0.0,7.285748364908653,-1.3443117,0.82842666,3.3126884
1.5929425,733998,1.0,21.612608112353676,0.018342327,0.7533512,0.0025235387608444036,0.08036,-0.029468214,-6.288270219821681,33961.565220832825,-0.0013141849,-2.0304751,1,-8.05,-3.159731,100718,0.00462,100718,3.368777,0.0,7.287644710975198,-1.3558595,0.8252553,3.279421
1.571315,734998,1.0,21.613782276302004,0.019237228,0.7533236,0.0024208791915204687,0.02528,0.00027685115,-6.289401917908745,34005.98704123497,-0.00134359,-2.0572648,1,-7.33,-3.1597657,100839,0.00461,100839,3.3928761,0.0,7.2887771596306985,-1.3509245,0.82109267,3.31989
1.5525451,735998,1.0,21.614234488401948,0.01902571,0.75329286,0.002673462286923992,0.11373,0.022821045,-6.2917389021527,34051.54137635231,-0.0013011647,-2.097893,1,-8.36,-3.1606855,100943,0.0046,100943,3.403553,0.0,7.291114787553371,-1.3658406,0.82598835,3.3352072
1.5154456,736998,1.0,21.614953663381073,0.020172797,0.7532616,0.002475059142478919,0.00579,0.0018992486,-6.292559612149995,34096.67267751694,-0.0012729826,-2.082321,1,-6.93,-3.1607141,101070,0.00459,101070,3.3880439,0.0,7.291936281784902,-1.3663851,0.82209444,3.3126626
1.5968843,737998,1.0,21.614940938794174,0.01815709,0.7532303,0.0025465883813319545,0.01148,0.017779805,-6.293227138876262,34142.95704483986,-0.0011995529,-2.0941267,1,-6.53,-3.1607826,101198,0.00458,101198,3.4074948,0.0,7.292604596928793,-1.3876545,0.8203116,3.319028
1.5920227,738998,1.0,21.615175103482258,0.019883418,0.75320053,0.0026109953629940984,0.18014,0.009661126,-6.2937913882775565,34188.850955963135,-0.0012282833,-2.0750446,1,-7.37,-3.1605368,101327,0.00457,101327,3.41143,0.0,7.2931696388919045,-1.3631725,0.8277372,3.3307307
1.5621862,739998,1.0,21.615702623893785,0.020333664,0.7531685,0.00243961656058103,0.11611,0.02237805,-6.294647609659931,34234.27925872803,-0.0012115086,-2.0735316,1,-6.75,-3.160922,101450,0.00456,101450,3.4088154,0.0,7.294026614095614,-1.3670791,0.83104676,3.3257463
1.5453563,740998,1.0,21.615287811804638,0.019108426,0.7531469,0.002482658039134408,0.12382,-0.008749403,-6.296185806553245,34281.199790239334,-0.0013132965,-2.089307,1,-6.83,-3.161049,101568,0.00455,101568,3.40327,0.0,7.295565532451166,-1.3801916,0.8208142,3.32609
1.5703696,741998,1.0,21.615729062513022,0.019885875,0.75312173,0.0025306389544540587,0.01147,0.06590447,-6.297467669764469,34326.762602090836,-0.0013135757,-2.0926294,1,-6.95,-3.1619084,101685,0.00454,101685,3.3736088,0.0,7.296848109357329,-1.3626468,0.8144447,3.3138483
1.5469995,742998,1.0,21.61549097738363,0.020015635,0.7530836,0.002307561752914848,0.09405,-0.022686847,-6.298477556232197,34373.40381383896,-0.0013153137,-2.128149,1,-6.6,-3.1618428,101810,0.00454,101810,3.3645244,0.0,7.297858756507219,-1.4155183,0.82189703,3.3035898
1.5918324,743998,1.0,21.615646507154505,0.019452402,0.75305015,0.002404882645256884,0.0898,0.021916531,-6.299503590629047,34419.41927361488,-0.0013060393,-2.0724697,1,-7.22,-3.1620898,101932,0.00453,101932,3.4027138,0.0,7.298885531530824,-1.3445073,0.81819457,3.3360076
1.5626462,744998,1.0,21.616130376656905,0.018561654,0.7530213,0.0023769092481038135,0.09508,-0.0004866825,-6.3005212824331736,34464.91055607796,-0.0013104967,-2.0809631,1,-6.55,-3.1621594,102056,0.00452,102056,3.4058952,0.0,7.299903974288626,-1.3621625,0.8244509,3.3292725
1.5683866,745998,1.0,21.615351788524812,0.020028634,0.75301015,0.0025099890460093272,0.05216,0.01629792,-6.301662800826017,34512.41540265083,-0.0013214677,-2.0839705,1,-6.66,-3.1620793,102177,0.00451,102177,3.4021184,0.0,7.301046223709837,-1.3728693,0.82323974,3.3369627
1.5583191,746998,1.0,21.615173455102802,0.020201545,0.75297135,0.0024463115983544637,0.08366,0.057238672,-6.302639296187683,34558.963940382004,-0.0013054679,-2.0505466,1,-7.25,-3.1617742,102300,0.0045,102300,3.4020257,0.0,7.302023460410557,-1.3446357,0.8209091,3.3250742
1.5524942,747998,1.0,21.615509983006007,0.020594483,0.7529448,0.002610807122482793,0.04003,0.057611246,-6.302880907520038,34604.68897509575,-0.0013074239,-2.079764,1,-6.69,-3.1615167,102433,0.00449,102433,3.3951702,0.0,7.302265871350053,-1.3746186,0.8188637,3.3219361
1.5957844,748998,1.0,21.61559158507913,0.020724243,0.75291324,0.0025925306641730633,0.01159,0.018768528,-6.304287622743805,34650.821239471436,-0.0012628093,-2.1146462,1,-7.33,-3.161716,102551,0.00448,102551,3.397919,0.0,7.303673294263342,-1.4031107,0.81657946,3.3232398
1.5542493,749998,1.0,21.616234117844737,0.019596033,0.7528985,0.0025063678198355664,0.01588,0.02415199,-6.3056648614953055,34696.05278658867,-0.0013080443,-2.0687938,1,-6.83,-3.162104,102668,0.00447,102668,3.3997502,0.0,7.305051233100869,-1.3519034,0.8230478,3.3335752
1.5606383,750998,1.0,21.616641060950226,0.019444417,0.75288033,0.002514709425596007,0.01594,0.003251021,-6.30669027444037,34741.66027379036,-0.0013414846,-2.10121,1,-7.55,-3.1627467,102791,0.00446,102791,3.3729985,0.0,7.306077380315397,-1.3926024,0.8220368,3.304851
1.5526063,751998,1.0,21.616735017143043,0.019549092,0.7528508,0.002481004492069765,0.00377,0.001300523,-6.305767381315511,34787.76972579956,-0.0013748583,-2.088683,1,-5.54,-3.1621842,102941,0.00445,102941,3.3750188,0.0,7.305155380266366,-1.3720225,0.82189703,3.305095
1.591615,752998,1.0,21.616015437319962,0.019769482,0.75282,0.00249010322172481,0.01224,0.011051058,-6.3071377282695185,34835.189777851105,-0.0013621341,-2.1187265,1,-7.45,-3.1628058,103058,0.00445,103058,3.3805225,0.0,7.306526422014787,-1.397608,0.8175765,3.3164341
1.5709603,753998,1.0,21.615999501107506,0.019428078,0.75279105,0.002367833260393729,0.01465,-0.022020906,-6.308727174039468,34881.4774889946,-0.0014239388,-2.1310334,1,-7.59,-3.163445,103172,0.00444,103172,3.3898575,0.0,7.308116543248168,-1.4268308,0.81413954,3.313102
1.5715884,754998,1.0,21.61662095023368,0.019728083,0.75276965,0.0024599623777135714,0.01699,-0.03186545,-6.3103712022926635,34926.73539209366,-0.0014415251,-2.095666,1,-7.38,-3.1641366,103286,0.00443,103286,3.3995266,0.0,7.309761245473733,-1.3643887,0.80797166,3.3342404
