reference_Q_mean,train/loss_actor,reference_action_mean,total/steps_per_second,rollout/error,reference_actor_Q_std,total/steps,rollout/actions_std,reference_action_std,total/episodes,reference_Q_std,rollout/return_history,rollout/episodes,rollout/return,rollout/episode_steps,total/duration,train/param_noise_distance,success rate,errors,rollout/actions_mean,rollout/goal_tolerance,reference_actor_Q_mean,train/loss_critic,rollout/Q_mean,total/epochs
-2.2474718,1.7779378,-0.19018519,22.475126988483616,0.17953,1.5088868,2082998,0.6975186,0.84314555,197766,1.582616,-13.71,197766,-9.533746953470263,10.532629471193228,92680.1437458992,0.0,1.0,0.0006827746215917985,0.004286877,0.001,-1.533186,0.067780375,-3.4904425,1
-2.3097928,1.7963065,-0.18717681,22.47460914454315,0.00132,1.4761205,2083998,0.6974973,0.8461206,197845,1.549323,-11.82,197845,-9.534544719351008,10.533427683287423,92726.77387166023,0.0,1.0,0.00067707550334474,0.0042720125,0.001,-1.5842812,0.0737643,-3.4902697,1
-2.2695422,1.7883849,-0.18932295,22.474263401184082,0.1471,1.492385,2084998,0.69746596,0.8430505,197909,1.5747561,-13.32,197909,-9.53622624539561,10.535109570560207,92772.69571781158,0.0,1.0,0.0006815557750382288,0.0042797066,0.001,-1.5524395,0.07236268,-3.4903715,1
-2.267613,1.8271142,-0.18666291,22.473301054122974,0.05066,1.5210744,2085998,0.6974276,0.83888733,197972,1.5708209,-14.65,197972,-9.537959913523125,10.536838542824238,92821.16565680504,0.0,0.99,0.0019153978921546077,0.0042770104,0.001,-1.4997615,0.087691,-3.4904184,1
-2.2188244,1.8447106,-0.15968944,22.47283412566889,0.02109,1.4768312,2086998,0.6974,0.85051966,198045,1.5610006,-12.7,198045,-9.539124946350578,10.5380039889924,92867.5924153328,0.0,1.0,0.0006859761515312021,0.004289507,0.001,-1.4798732,0.067374036,-3.4904008,1
-2.278987,1.7759982,-0.18186326,22.468225714722678,0.01554,1.4645875,2087998,0.69737774,0.84606516,198118,1.5530641,-12.68,198118,-9.540284073128136,10.539163528806066,92931.14759087563,0.0,1.0,0.0006968576612858178,0.0042948937,0.001,-1.5752726,0.09024742,-3.490471,1
-2.2185526,1.8200734,-0.1335124,22.46752134419532,0.00694,1.5088266,2088998,0.69734836,0.8515583,198192,1.5750725,-11.99,198192,-9.541197424719464,10.54007729878098,92978.56973171234,0.0,1.0,0.0006610513070493078,0.004281588,0.001,-1.4351494,0.08536721,-3.490255,1
-2.2532382,1.8012645,-0.17609811,22.466914574145715,0.09155,1.4773693,2089998,0.6973201,0.85056084,198262,1.5501544,-12.97,198262,-9.542711159980229,10.541591429522551,93025.59072375298,0.0,1.0,0.0006798279301139739,0.0042674537,0.001,-1.5046343,0.0649994,-3.490335,1
-2.2774153,1.8200254,-0.18224962,22.466322588226088,0.01414,1.4809808,2090998,0.6973047,0.8460163,198328,1.56098,-13.5,198328,-9.544204550038321,10.54308519220685,93072.55300855637,0.0,1.0,0.0006849116199573521,0.004263551,0.001,-1.5273403,0.072894685,-3.4906726,1
-2.26367,1.7977028,-0.16748677,22.465818801604712,0.00364,1.477201,2091998,0.6972661,0.84773433,198387,1.549197,-15.35,198387,-9.546043843598623,10.544919778009648,93119.15218734741,0.0,0.99,0.0006846927095014687,0.004252958,0.001,-1.5314316,0.07418931,-3.4905524,1
-2.2646818,1.8356047,-0.17108063,22.465266509237065,0.00105,1.4847617,2092998,0.69723755,0.846319,198456,1.5601186,-13.18,198456,-9.547466440923932,10.546342766154714,93165.95461440086,0.0,1.0,0.0006875634039269128,0.0042596236,0.001,-1.4956985,0.082497396,-3.4903946,1
-2.2466156,1.84339,-0.18418865,22.46467402896857,0.01653,1.4864004,2093998,0.69721293,0.84543186,198533,1.544034,-12.78,198533,-9.548457938982436,10.547334700024681,93212.92609453201,0.0,1.0,0.0006579964230458581,0.004252884,0.001,-1.5163436,0.07058726,-3.4904096,1
-2.2832966,1.7905649,-0.17222969,22.464186191085087,0.03563,1.4746519,2094998,0.6971895,0.8470499,198606,1.5452962,-12.13,198606,-9.54962085737591,10.548498031278008,93259.46563029289,0.0,1.0,0.0006556583824982301,0.0042558573,0.001,-1.5547731,0.06434368,-3.4905019,1
-2.2103295,1.8252374,-0.17444961,22.463814487352167,0.05051,1.4543567,2095998,0.6971602,0.8481097,198679,1.5218457,-12.02,198679,-9.550752721727006,10.549630308185566,93305.52481102943,0.0,1.0,0.0006773899736785664,0.0042570927,0.001,-1.4492421,0.07345345,-3.4904358,1
-2.230714,1.7988989,-0.17938747,22.463420766331783,0.00287,1.4947897,2096998,0.6971321,0.8443893,198739,1.5601424,-13.9,198739,-9.552267043710595,10.551144969029732,93351.67701363564,0.0,1.0,0.0006890858662510609,0.0042665065,0.001,-1.4744409,0.07662455,-3.4904892,1
-2.3331127,1.8239018,-0.1711343,22.46274278197055,0.00094,1.5085187,2097998,0.69710726,0.842818,198807,1.5591251,-15.23,198807,-9.554070027715323,10.552948336829186,93399.01277256012,0.0,1.0,0.0006798012125189809,0.004261943,0.001,-1.5634885,0.07192199,-3.4904735,1
-2.2072668,1.8066922,-0.1856175,22.462245289147898,0.00448,1.4948754,2098998,0.6970777,0.8398429,198881,1.5578392,-13.52,198881,-9.55513598584078,10.554014712315405,93445.60051679611,0.0,1.0,0.0006745398218522777,0.0042834105,0.001,-1.4711416,0.070741564,-3.4905193,1
-2.2974026,1.7512829,-0.16780509,22.461565647629108,0.01656,1.5093261,2099998,0.69704264,0.84990025,198936,1.5699731,-12.56,198936,-9.5565659307516,10.555439940483371,93492.94848561287,0.0,0.99,0.000670942347257086,0.004265105,0.001,-1.5267979,0.061597,-3.4906356,1
-2.2882779,1.8362888,-0.18100531,22.461105081515107,0.00151,1.499553,2100998,0.69700766,0.8404415,199007,1.5580647,-13.78,199007,-9.55802559708955,10.556900008542414,93539.3869702816,0.0,1.0,0.0006538731076295306,0.0042759036,0.001,-1.5585793,0.07166467,-3.490675,1
-2.3003726,1.8212242,-0.16914986,22.460498432105783,0.00195,1.5074581,2101998,0.69699085,0.8493681,199079,1.588084,-13.64,199079,-9.559677314031113,10.558552132570487,93586.43604254723,0.0,1.0,0.0006555103871451667,0.0042718886,0.001,-1.5645542,0.0657979,-3.4906933,1
-2.211616,1.8312485,-0.19689602,22.459959119876284,0.00312,1.4845685,2102998,0.69695055,0.8426985,199146,1.5572212,-13.65,199146,-9.561146093820614,10.560021290912195,93633.20693397522,0.0,1.0,0.0007034088352198884,0.004259365,0.001,-1.4788959,0.07009074,-3.4905002,1
-2.2853208,1.7770305,-0.18444796,22.459497588330585,0.1271,1.5071821,2103998,0.6969197,0.8474527,199210,1.5558534,-13.95,199210,-9.562833191104865,10.561703729732443,93679.65564346313,0.0,0.99,0.0007061100646505453,0.0042392015,0.001,-1.537539,0.07212279,-3.4909577,1
-2.2685351,1.8069249,-0.17743044,22.458756104579543,0.0256,1.5101932,2104998,0.6968915,0.84924394,199268,1.5703329,-16.08,199268,-9.564721882088444,10.563587731095812,93727.27457380295,0.0,0.98,0.0011662700827092128,0.0042201425,0.001,-1.4847044,0.080325015,-3.4910698,1
-2.193948,1.8016157,-0.17839806,22.45822686001553,0.00523,1.530594,2105998,0.69686556,0.84281063,199342,1.5936699,-12.98,199342,-9.565741288840284,10.564607558868678,93774.01043844223,0.0,1.0,0.0007169674993211625,0.004221658,0.001,-1.4319752,0.073165834,-3.4910076,1
-2.2669182,1.782258,-0.17002757,22.457809878958177,0.02909,1.5311193,2106998,0.69684064,0.8467861,199406,1.6079439,-13.88,199406,-9.567495461520716,10.566362095423408,93820.27950882912,0.0,1.0,0.0006733571267263056,0.0042178594,0.001,-1.501713,0.07185457,-3.490985,1
-2.2180443,1.8146341,-0.16546424,22.457483025779123,0.00214,1.515322,2107998,0.6968058,0.84719425,199464,1.5857637,-15.45,199464,-9.569441102153773,10.56830806561585,93866.17358589172,0.0,1.0,0.0006933025845295636,0.00422604,0.001,-1.4873426,0.069463365,-3.4913397,1
-2.193818,1.7670338,-0.17309575,22.456986985936847,0.002,1.5192916,2108998,0.696779,0.8486756,199540,1.5903988,-13.86,199540,-9.570391901373158,10.569259296381677,93912.77651453018,0.0,1.0,0.0007072425100986988,0.0042461073,0.001,-1.4592671,0.06506483,-3.491254,1
-2.2869449,1.7737465,-0.15798564,22.456509931515395,0.00712,1.5339518,2109998,0.69676423,0.8531954,199614,1.6042298,-11.92,199614,-9.57152303946617,10.570390854348894,93959.3020658493,0.0,1.0,0.0006757919048221433,0.0042331507,0.001,-1.5694673,0.06591448,-3.4912844,1
-2.2582455,1.8182238,-0.16091388,22.4560802196887,0.00043,1.5274901,2110998,0.6967431,0.84648925,199684,1.5988239,-13.2,199684,-9.572835079425492,10.571703291200096,94005.63140797615,0.0,1.0,0.0006909693363456386,0.004234356,0.001,-1.5430584,0.06888643,-3.4914434,1
-2.2020597,1.7768747,-0.16941072,22.45565070943095,0.00312,1.5910878,2111998,0.69672275,0.8481142,199768,1.6403153,-10.6,199768,-9.573310039645989,10.572178727323696,94051.96167898178,0.0,1.0,0.0006837521042736127,0.004277455,0.001,-1.458523,0.074233405,-3.4914436,1
-2.1787035,1.813761,-0.18011206,22.455358914059314,0.00067,1.5373517,2112998,0.6966957,0.84674925,199837,1.6121502,-13.24,199837,-9.574748419962269,10.573617498261083,94097.71663355827,0.0,1.0,0.0006730733754422186,0.004274289,0.001,-1.4326905,0.08109247,-3.4914365,1
-2.1940317,1.8046554,-0.16215152,22.454982466345164,0.00066,1.5368822,2113998,0.6966591,0.84094435,199912,1.626886,-12.82,199912,-9.575783344671656,10.574652847252791,94143.82768583298,0.0,1.0,0.0006931323186615902,0.004278659,0.001,-1.4440327,0.07244038,-3.491092,1
-2.2126656,1.8279387,-0.17530508,22.45442819267851,0.08551,1.5374506,2114998,0.6966344,0.84764063,199984,1.6199325,-13.06,199984,-9.576966157292583,10.575836066885351,94190.68621349335,0.0,1.0,0.0007142503568774764,0.00429285,0.001,-1.4881788,0.0679469,-3.4911063,1
-2.2059834,1.7948532,-0.1529559,22.453953167155067,0.15676,1.537613,2115998,0.6966037,0.848066,200058,1.6239938,-12.62,200058,-9.578057363364625,10.576927690969619,94237.21445608139,0.0,1.0,0.0006997168022980642,0.004296029,0.001,-1.4751773,0.06919291,-3.4910824,1
-2.149891,1.7793715,-0.17612553,22.45343496292093,0.0046,1.5530835,2116998,0.69656867,0.8432517,200119,1.6289558,-13.84,200119,-9.579460221168405,10.578330893118595,94283.92597818375,0.0,1.0,0.000716586969272198,0.0043078433,0.001,-1.4097464,0.071923085,-3.491067,1
-2.2005444,1.7931978,-0.1632995,22.45274133472879,0.01654,1.5465608,2117998,0.69654125,0.84559935,200184,1.6297903,-13.59,200184,-9.581315190025176,10.580186228669623,94331.37666463852,0.0,1.0,0.0006919940645507161,0.004306744,0.001,-1.4971299,0.07068575,-3.4909973,1
-2.1567025,1.8111124,-0.16496667,22.452193872689218,0.00141,1.5260252,2118998,0.696511,0.84819865,200245,1.6007513,-14.32,200245,-9.583065744463033,10.581932133136908,94378.21586680412,0.0,0.99,0.0008050067938340081,0.004308899,0.001,-1.4337714,0.072610125,-3.491374,1
-2.2508688,1.7685225,-0.17244573,22.451602143649165,0.03844,1.5454332,2119998,0.6964927,0.84974545,200324,1.6193116,-12.45,200324,-9.583949002615762,10.582815838341887,94425.24352765083,0.0,1.0,0.0006382275011569736,0.004321576,0.001,-1.5180311,0.08352992,-3.4914367,1
-2.1812248,1.8312981,-0.14951359,22.451030049728946,0.09657,1.5248116,2120998,0.6964572,0.8496283,200401,1.6093587,-12.39,200401,-9.584892290956631,10.583759562078033,94472.1910443306,0.0,1.0,0.000670737533257474,0.004340968,0.001,-1.428442,0.07034335,-3.491442,1
-2.2415388,1.7961469,-0.15615748,22.450368119037535,0.10125,1.5218407,2121998,0.6964273,0.8513973,200474,1.6223783,-13.14,200474,-9.586026118100103,10.584893801689995,94519.51917886734,0.0,1.0,0.0006938749769051288,0.0043332716,0.001,-1.5277209,0.08389534,-3.4912717,1
-2.2334425,1.7990656,-0.16522884,22.44991616169567,0.06709,1.5315261,2122998,0.69638705,0.8447315,200531,1.6177764,-14.86,200531,-9.587998863018685,10.586866868464227,94565.96562361717,0.0,1.0,0.0006968379153689014,0.004353674,0.001,-1.5043696,0.07541572,-3.491052,1
-1.9614891,1.7860801,-0.15072258,22.449253158534077,0.04989,1.6219649,2123998,0.6963569,0.8506235,200592,1.7269708,-15.33,200592,-9.58976429767887,10.588632647363804,94613.3033914566,0.0,1.0,0.0007204072379284247,0.0043681674,0.001,-1.2965434,0.1326687,-3.490946,1
-2.2500882,1.8231151,-0.1909806,22.448722801207897,0.04026,1.5103209,2124998,0.6963199,0.8451462,200666,1.6004252,-12.62,200666,-9.590867411519639,10.58973119512025,94660.08462119102,0.0,0.99,0.0007510266336130559,0.004362887,0.001,-1.5318811,0.079611495,-3.4910388,1
-2.2365122,1.833669,-0.18285726,22.448353332439133,0.00366,1.5328279,2125998,0.69628245,0.8467198,200719,1.6209205,-15.29,200719,-9.592973261126252,10.59183236265625,94706.18929219246,0.0,0.98,0.0007922090006467873,0.0043990156,0.001,-1.490811,0.06898147,-3.4916644,1
-2.1464057,1.8425959,-0.18479793,22.447758190263556,0.06994,1.5230621,2126998,0.6962511,0.84440005,200780,1.6109923,-16.56,200780,-9.594790317760733,10.593644785337185,94753.24805140495,0.0,0.98,0.000753957040979071,0.004414514,0.001,-1.4084609,0.07832091,-3.4918509,1
-2.1552277,1.7809273,-0.19588093,22.447368165511936,0.00076,1.5265394,2127998,0.6962316,0.8389762,200860,1.6137195,-11.87,200860,-9.595588967440008,10.594443891267549,94799.44304871559,0.0,1.0,0.0006760291154076633,0.0044238074,0.001,-1.4032232,0.07528337,-3.4917467,1
-2.2198818,1.8110794,-0.18937653,22.446808832882994,0.00123,1.5460064,2128998,0.6962023,0.84392554,200923,1.6467793,-14.33,200923,-9.597169064766105,10.59601937060466,94846.35503649712,0.0,0.99,0.0011366123870190988,0.004419629,0.001,-1.5177045,0.08036397,-3.492038,1
-2.2255323,1.7893701,-0.1862313,22.446293906128965,0.00177,1.5108314,2129998,0.69618237,0.84176683,200999,1.6130207,-11.96,200999,-9.598192030806123,10.59704277135707,94893.08163332939,0.0,1.0,0.0006482109299874311,0.004412003,0.001,-1.4618342,0.0960782,-3.4920042,1
-2.2094507,1.8190296,-0.18044639,22.445545964557812,0.06328,1.5287845,2130998,0.6961511,0.84689677,201054,1.6386302,-14.22,201054,-9.600241726103436,10.599092781043899,94940.79597640038,0.0,1.0,0.0006534914062884097,0.0044220746,0.001,-1.4670153,0.06628708,-3.4921734,1
-2.165036,1.8217375,-0.18242152,22.445135777883223,0.00129,1.5768774,2131998,0.69612366,0.8491902,201128,1.6703882,-12.72,201128,-9.601323535261127,10.60017501292709,94987.08411026001,0.0,1.0,0.0006675954513761438,0.0044148234,0.001,-1.4510286,0.08033624,-3.4920115,1
-2.2553217,1.7745161,-0.17084952,22.444645235050583,0.06925,1.5609477,2132998,0.69609815,0.84644014,201196,1.6623509,-12.9,201196,-9.602626294757352,10.601478160599614,95033.7141737938,0.0,1.0,0.0006599134550200358,0.004431457,0.001,-1.5098674,0.0723537,-3.492091,1
-2.2286563,1.7760918,-0.17817886,22.44424773068073,0.1376,1.5283042,2133998,0.69607365,0.8522173,201261,1.6083951,-13.8,201261,-9.604284983181044,10.603137219828978,95079.95213770866,0.0,1.0,0.000714212008240417,0.004436044,0.001,-1.5100281,0.06935681,-3.4922009,1
-2.1887674,1.7980509,-0.18298094,22.443717083342666,0.03693,1.5361483,2134998,0.6960436,0.84832996,201332,1.6164852,-14.46,201332,-9.605512288160849,10.60436492956907,95126.756057024,0.0,1.0,0.0006869691402772289,0.0044515403,0.001,-1.4445318,0.071892984,-3.4921415,1
-2.198002,1.8251712,-0.17937092,22.44321038458216,0.00268,1.5145545,2135998,0.6960239,0.8521538,201403,1.6049356,-12.09,201403,-9.606654319945582,10.605507365828712,95173.46063232422,0.0,1.0,0.0006852014417908414,0.0044487747,0.001,-1.4612919,0.067311734,-3.4922924,1
-2.1972573,1.8353828,-0.17974116,22.442605683635772,0.00596,1.5277768,2136998,0.6959944,0.84983915,201490,1.6074854,-10.85,201490,-9.607042533128196,10.60589607424686,95220.58312320709,0.0,1.0,0.0006700343138340546,0.004457768,0.001,-1.4455159,0.07284446,-3.4921398,1
-2.218172,1.7862338,-0.18999703,22.44219422191527,0.08755,1.5077702,2137998,0.6959724,0.8501566,201561,1.5986493,-12.65,201561,-9.608341891536558,10.607195836496148,95266.88784790039,0.0,1.0,0.0006794004451321746,0.004429532,0.001,-1.4876871,0.07388708,-3.4922738,1
-2.1568742,1.7827166,-0.19383669,22.441649018853113,0.03487,1.537181,2138998,0.69594324,0.8431977,201634,1.6193988,-12.76,201634,-9.609411111221322,10.608265471101104,95313.76229095459,0.0,1.0,0.0006910363112249962,0.004419386,0.001,-1.3726232,0.10089793,-3.492076,1
-2.1681166,1.808761,-0.1769696,22.441047239564643,0.00151,1.5375401,2139998,0.69591016,0.84764713,201702,1.621794,-13.66,201702,-9.61083677901062,10.60969152512122,95360.87942576408,0.0,1.0,0.0006831187158532705,0.004431769,0.001,-1.4215606,0.066647656,-3.4921613,1
-2.1973467,1.822447,-0.18198602,22.440600987833186,0.07594,1.5537374,2140998,0.6958831,0.84861934,201779,1.6342249,-13.22,201779,-9.611713805698313,10.61056898884423,95407.33784985542,0.0,1.0,0.000648963948127161,0.004401845,0.001,-1.4269114,0.07332614,-3.4921079,1
-2.1794114,1.7973378,-0.18982661,22.44016509526141,0.04861,1.541373,2141998,0.69585955,0.8490378,201843,1.6140399,-13.76,201843,-9.613298454739574,10.612154000881873,95453.75405693054,0.0,1.0,0.0006461320462089408,0.0044217687,0.001,-1.4033251,0.069767855,-3.4923646,1
-2.2335424,1.8365132,-0.1792599,22.439775476669045,0.03612,1.5234934,2142998,0.6958399,0.84549683,201919,1.6009356,-12.32,201919,-9.614285926534897,10.613141903436526,95499.97513246536,0.0,1.0,0.0007030928752512973,0.00441958,0.001,-1.4752605,0.068662204,-3.4924724,1
-2.155412,1.8292488,-0.2025008,22.43947772840871,0.00276,1.4977478,2143998,0.69581896,0.84128654,201991,1.568613,-12.65,201991,-9.61542841017669,10.614284794867098,95545.80663371086,0.0,1.0,0.0006683045962324142,0.0044354517,0.001,-1.4338231,0.06660877,-3.492496,1
-2.1944551,1.8280766,-0.18893252,22.43887132276251,0.0645,1.502354,2144998,0.69579273,0.84231883,202061,1.5780519,-13.5,202061,-9.616749397459182,10.615601229331736,95592.95425987244,0.0,0.99,0.0007983487684349514,0.0044198744,0.001,-1.4228562,0.07611583,-3.4928741,1
-2.174327,1.7693747,-0.18474722,22.438249162586324,0.10146,1.5339898,2145998,0.6957708,0.84231925,202127,1.6092962,-14.31,202127,-9.618230122645663,10.617082329426548,95640.17158603668,0.0,0.99,0.0008183735082206348,0.0044301413,0.001,-1.39391,0.06912518,-3.4932072,1
-2.192476,1.7830853,-0.17185712,22.437789159707993,0.09607,1.5424864,2146998,0.6957433,0.8499579,202200,1.6121899,-13.03,202200,-9.619337289812067,10.618184965380811,95686.70000052452,0.0,0.99,0.0006815013174665185,0.0044586756,0.001,-1.418692,0.07037929,-3.493824,1
-2.2019243,1.8419297,-0.20214753,22.437192033700672,0.00697,1.5620363,2147998,0.6957167,0.84590566,202275,1.632322,-11.98,202275,-9.620046965764429,10.618895068594735,95733.81538891792,0.0,1.0,0.0006917698902629202,0.0044891667,0.001,-1.4254484,0.0765942,-3.493896,1
-2.2676058,1.8365704,-0.20643823,22.43650131838199,0.001,1.5546188,2148998,0.6956795,0.84460527,202334,1.6357411,-14.42,202334,-9.622139630511926,10.620983126908973,95781.33281588554,0.0,0.99,0.0011591521629998184,0.004502443,0.001,-1.4837519,0.07424659,-3.4939702,1
-2.1314342,1.7813883,-0.19800271,22.43609767013458,0.04532,1.5642363,2149998,0.6956681,0.84792864,202411,1.637112,-13.13,202411,-9.623088666129805,10.621932602477138,95827.62705039978,0.0,1.0,0.0007166712718803047,0.004496623,0.001,-1.3377435,0.07381521,-3.4940658,1
-2.1932678,1.849029,-0.1957343,22.435251472224518,0.00039,1.5534912,2150998,0.69564086,0.84953654,202475,1.6219561,-13.82,202475,-9.624689467835536,10.623533769601185,95875.81412506104,0.0,1.0,0.0006564564392216196,0.0045029693,0.001,-1.4406018,0.06750278,-3.493985,1
-2.2104168,1.8421353,-0.1873145,22.434717055828045,0.05169,1.5679481,2151998,0.69562745,0.8497156,202547,1.6464218,-14.11,202547,-9.625834991384716,10.624679703969942,95922.67175221443,0.0,1.0,0.0006484176852749699,0.0044960678,0.001,-1.4266621,0.07564378,-3.4941726,1
-2.1888535,1.8081855,-0.20124662,22.434366378764075,0.00028,1.5485464,2152998,0.69559884,0.8418576,202613,1.6239964,-13.64,202613,-9.627324011786015,10.626169100699363,95968.74561333656,0.0,1.0,0.000642163270242892,0.0045075407,0.001,-1.3909799,0.07069948,-3.4940386,1
-2.166657,1.8538257,-0.18579859,22.43376341367449,0.0797,1.5605481,2153998,0.69557494,0.84280854,202677,1.6267987,-14.13,202677,-9.628783729776936,10.627629183380453,96015.90068864822,0.0,1.0,0.0006646157558158092,0.0045314315,0.001,-1.3728498,0.07103056,-3.49406,1
-2.1118636,1.8070112,-0.2196589,22.433283068305617,0.00379,1.5581274,2154998,0.6955416,0.8391766,202754,1.6297853,-12.62,202754,-9.629738500843386,10.628579460824447,96062.53322076797,0.0,0.99,0.0006714331740478456,0.004537339,0.001,-1.2965016,0.06489661,-3.4938548,1
-2.1732063,1.8908206,-0.20094933,22.432640055604423,0.01319,1.5394251,2155998,0.6955087,0.8446497,202825,1.6193346,-12.0,202825,-9.630938000739555,10.629774436090226,96109.86467289925,0.0,0.99,0.0007190947345181918,0.004560213,0.001,-1.3759937,0.08027329,-3.4940019,1
-2.1755261,1.8360531,-0.22036652,22.431858110989886,0.03196,1.5830305,2156998,0.69546807,0.842884,202876,1.6440856,-15.19,202876,-9.632908771860643,10.631740570594847,96157.79438900948,0.0,0.98,0.0011895118513081718,0.0045869676,0.001,-1.4167572,0.07780426,-3.4942822,1
-2.1981678,1.8454545,-0.19947182,22.431380759326796,0.00485,1.5376749,2157998,0.69543684,0.84604937,202941,1.6081812,-17.05,202941,-9.634696783794304,10.633528956691846,96204.42108106613,0.0,0.99,0.0011090906241994758,0.004589213,0.001,-1.423208,0.08044515,-3.4942575,1
-2.1838655,1.8773197,-0.18760848,22.43079529653107,0.10359,1.5335121,2158998,0.6954067,0.8511225,203005,1.6042626,-14.1,203005,-9.63636856235068,10.635201103421098,96251.51366496086,0.0,1.0,0.0007006189018259839,0.0046111527,0.001,-1.3803473,0.07106653,-3.4943552,1
-2.2044861,1.847909,-0.19560902,22.43052730579789,0.01212,1.5500225,2159998,0.69538623,0.8518927,203074,1.6051897,-12.77,203074,-9.637516373341738,10.63634931108857,96297.24573802948,0.0,1.0,0.0006923684769120704,0.004599902,0.001,-1.3997474,0.07219519,-3.4944742,1
-2.2255044,1.8563384,-0.19417022,22.43000952721419,0.01606,1.5821501,2160998,0.69536155,0.84870046,203146,1.6451105,-13.11,203146,-9.638791804908784,10.637625156291534,96344.051810503,0.0,1.0,0.0006554236901919708,0.004594323,0.001,-1.4405509,0.07526842,-3.4946234,1
-2.1469982,1.8409892,-0.18913038,22.429435623577547,0.14032,1.5706574,2161998,0.69533,0.84615403,203219,1.6371605,-11.65,203219,-9.639905717477204,10.63873948794158,96391.10124230385,0.0,1.0,0.000664391998504053,0.004607918,0.001,-1.3302088,0.071833745,-3.494429,1
-2.265507,1.8568727,-0.19864112,22.42891528016851,0.00187,1.5249268,2162998,0.6953076,0.84690547,203282,1.6106106,-13.86,203282,-9.641498017532294,10.640332149427888,96437.92278766632,0.0,1.0,0.0006827079414812162,0.004632687,0.001,-1.4614167,0.09304361,-3.494695,1
-2.1763725,1.8858277,-0.18855132,22.428397796534195,0.01784,1.5963215,2163998,0.6952841,0.84393847,203351,1.6615505,-13.25,203351,-9.642726123795802,10.641560651287675,96484.7342031002,0.0,1.0,0.0006804109613172459,0.004646438,0.001,-1.3561914,0.095844574,-3.4947836,1
-2.2168522,1.9037583,-0.20598964,22.427961436048733,0.00665,1.565597,2164998,0.6952514,0.8471425,203422,1.635688,-12.07,203422,-9.643578374020509,10.64241330829507,96531.19861888885,0.0,1.0,0.0006898950743480371,0.004626857,0.001,-1.4034824,0.072326094,-3.4947953,1
-2.1566145,1.9136184,-0.19494069,22.427555913616807,0.00215,1.5629516,2165998,0.6952161,0.8524906,203490,1.6317389,-14.35,203490,-9.6453093518109,10.644139761167624,96577.53204774857,0.0,0.99,0.0012466163060347215,0.004624055,0.001,-1.3558333,0.07568242,-3.4946728,1
-2.1702497,1.8923842,-0.18776031,22.426748404688542,0.01516,1.5814263,2166998,0.6951873,0.8473121,203553,1.6541861,-13.43,203553,-9.646912597701826,10.645743369048848,96625.59907913208,0.0,1.0,0.0007090029722716765,0.004615324,0.001,-1.3685678,0.07774057,-3.4945853,1
-2.1549487,1.8904326,-0.1847715,22.42631916937248,0.00226,1.5705279,2167998,0.6951542,0.84858054,203624,1.6377511,-12.88,203624,-9.648008093348524,10.646839272384394,96672.03893899918,0.0,1.0,0.0006844051051003689,0.0046121767,0.001,-1.3420547,0.073354416,-3.494262,1
-2.2477937,1.8691853,-0.20315526,22.42553395907466,0.09737,1.5585682,2168998,0.6951345,0.84506136,203696,1.6377143,-13.31,203696,-9.649340193229126,10.648171785405703,96720.01585149765,0.0,1.0,0.000681480774145138,0.0046160663,0.001,-1.4233608,0.07873329,-3.494288,1
-2.1835642,1.8202249,-0.20409806,22.424743386292818,0.00132,1.5460922,2169998,0.6951135,0.843933,203784,1.6143161,-10.58,203784,-9.649658461900836,10.648490558630707,96768.01926422119,0.0,1.0,0.0007291449018907909,0.0046200133,0.001,-1.3888366,0.07200843,-3.4940543,1
-2.2588196,1.8866054,-0.18834193,22.42411817384862,0.00038,1.5444995,2170998,0.6951091,0.8491959,203860,1.6146595,-11.37,203860,-9.650632787206908,10.6494653193368,96815.31211924553,0.0,1.0,0.0006600747777895263,0.0046099382,0.001,-1.4810084,0.082407214,-3.494267,1
-2.1984477,1.8778985,-0.21231346,22.42372746046415,0.00267,1.5342256,2171998,0.6950867,0.8395493,203929,1.6081039,-12.25,203929,-9.651604234807213,10.650437161953425,96861.59465813637,0.0,1.0,0.0006656062763923297,0.0046162982,0.001,-1.4170994,0.077967435,-3.494298,1
-2.2021828,1.8773601,-0.21644711,22.42287282353379,0.00163,1.5496253,2172998,0.69505835,0.83772767,203995,1.6239594,-14.15,203995,-9.653270913502782,10.652104218240643,96909.88380932808,0.0,1.0,0.0006889434498414049,0.004647593,0.001,-1.3901954,0.06779629,-3.4943917,1
-2.2149029,1.9000063,-0.19126324,22.422304145475678,0.00689,1.5783162,2173998,0.6950359,0.8485863,204064,1.6501592,-12.66,204064,-9.654632860279127,10.653466559510742,96956.94010281563,0.0,1.0,0.0006708013570266716,0.0046561756,0.001,-1.406729,0.06602694,-3.4945664,1
-2.2231815,1.8108869,-0.19853783,22.421752716414417,0.06181,1.5706929,2174998,0.6950113,0.83954644,204135,1.6478275,-12.65,204135,-9.655776814363044,10.654610919244618,97003.92415833473,0.0,1.0,0.0007201940136026974,0.0046607945,0.001,-1.4243315,0.066709936,-3.494507,1
-2.2639627,1.8318213,-0.2092696,22.421249285059037,0.00329,1.5935277,2175998,0.6949893,0.84064096,204217,1.6814672,-10.97,204217,-9.656360635990147,10.655195209017858,97050.7027657032,0.0,1.0,0.0006970438694381251,0.004685826,0.001,-1.5027081,0.07463881,-3.4945343,1
