rollout/error,reference_actor_Q_mean,rollout/return_history,total/steps,rollout/episode_steps,total/episodes,total/epochs,reference_actor_Q_std,total/duration,train/param_noise_distance,success rate,reference_Q_std,train/loss_actor,rollout/goal_tolerance,rollout/return,reference_action_std,reference_action_mean,reference_Q_mean,rollout/actions_mean,rollout/actions_std,total/steps_per_second,rollout/Q_mean,train/loss_critic,errors,rollout/episodes
0.05404,-1.9035563,-10.42,740998,10.348555946595162,71604,1,2.527999,32223.035937070847,0.0,1.0,2.5543582,2.0982747,0.00455,-9.349128540305012,0.85136694,0.010189568,-2.6493516,-0.008587406,0.7608641,22.995908934437868,-3.8167055,0.015010025,0.0024811855185852463,71604
0.00208,-1.9137487,-10.03,741998,10.349396750122045,71695,1,2.5290425,32265.91149544716,0.0,1.0,2.5588288,2.085371,0.00454,-9.349968617058373,0.8501568,0.012522146,-2.6572807,-0.008663779,0.760851,22.996343993093102,-3.8171446,0.015936669,0.0025993511577734555,71695
0.07432,-1.9358625,-9.45,742998,10.34951943167572,71790,1,2.5512774,32309.60341858864,0.0,1.0,2.5787,2.109457,0.00454,-9.350090541858197,0.8515696,0.012658556,-2.6985602,-0.00864003,0.76083696,22.996196838879552,-3.817228,0.015724758,0.002653588501897432,71790
0.04831,-1.9038702,-9.96,743998,10.350835455013426,71877,1,2.5277374,32353.099216222763,0.0,1.0,2.5524447,2.0647507,0.00453,-9.351405873923508,0.85216427,0.020953974,-2.655394,-0.008618761,0.7608353,22.996189484899123,-3.8178535,0.01516768,0.0026802528851080907,71877
0.10757,-1.8989989,-10.2,744998,10.351753557136504,71968,1,2.5284266,32397.106140375137,0.0,1.0,2.557269,2.1167433,0.00452,-9.352323254779902,0.84803706,-0.0093719065,-2.6519773,-0.008648806,0.7608203,22.995819341763386,-3.817995,0.0154771665,0.0026114367348403565,71968
0.07088,-1.9238298,-10.97,745998,10.353619608060844,72052,1,2.5384555,32440.915607213974,0.0,1.0,2.561883,2.1104646,0.00451,-9.354188641536668,0.8515086,0.022587394,-2.6748822,-0.008583171,0.7608201,22.995590168672994,-3.8184438,0.016874975,0.002582778570272827,72052
0.0883,-1.9187281,-9.95,746998,10.354235972499445,72144,1,2.5335817,32485.34164905548,0.0,1.0,2.5582979,2.097654,0.0045,-9.354804280328233,0.85278654,0.028075079,-2.6673396,-0.008535231,0.7608137,22.994925159474786,-3.8184025,0.015769405,0.002485625854276814,72144
0.00481,-1.9611956,-11.15,747998,10.356386292834891,72225,1,2.5490851,32529.176008939743,0.0,1.0,2.5705721,2.0665221,0.00449,-9.356953963309104,0.8489066,-0.0010628005,-2.7111297,-0.008429676,0.76080763,22.994680215522013,-3.8188114,0.016236497,0.002699229925109945,72225
0.08777,-1.9369125,-9.97,748998,10.357422388162899,72315,1,2.5587642,32572.335331201553,0.0,1.0,2.5802085,2.1099234,0.00448,-9.357989352139944,0.847556,-0.0033262272,-2.6979022,-0.008490947,0.7607901,22.994912473546933,-3.819067,0.016609509,0.0026670215872028648,72315
0.13304,-1.8971063,-10.41,749998,10.358631548416502,72403,1,2.5419908,32616.286048173904,0.0,1.0,2.5622067,2.0766294,0.00447,-9.359197823294615,0.849278,0.023481136,-2.6582966,-0.00843208,0.7607714,22.99458616754406,-3.8192284,0.015102018,0.0024731769588385013,72403
0.02086,-1.9265924,-8.25,750998,10.357293577349019,72509,1,2.5411146,32659.73558449745,0.0,1.0,2.5546172,2.119537,0.00446,-9.357859024396971,0.85146403,-0.006027172,-2.689775,-0.008360296,0.76076084,22.994613598662298,-3.818955,0.016176237,0.002628949846499742,72509
0.0659,-1.9161592,-10.21,751998,10.358343205046971,72598,1,2.532446,32703.453684091568,0.0,1.0,2.5576708,2.082964,0.00445,-9.358907958896939,0.85090476,-0.005059893,-2.6728487,-0.0083170915,0.76075643,22.994452123134803,-3.8196084,0.017235424,0.0025229633138055168,72598
0.20261,-1.9546641,-10.0,752998,10.35909147188708,72689,1,2.5470476,32747.30105829239,0.0,1.0,2.570067,2.1336563,0.00445,-9.359655518716725,0.85118425,0.03151138,-2.7095811,-0.008316524,0.7607407,22.994200305533976,-3.8201048,0.015197358,0.002564373063253028,72689
0.0564,-1.9178236,-11.09,753998,10.361077901911475,72771,1,2.5240767,32790.04169130325,0.0,1.0,2.5486083,2.127478,0.00444,-9.361641313160462,0.8501258,0.0037339479,-2.6639938,-0.008226089,0.7607355,22.994725261358216,-3.8207788,0.015411374,0.0025574812720486617,72771
0.02628,-1.919057,-9.98,754998,10.361971946968241,72862,1,2.5129735,32832.538546323776,0.0,1.0,2.545822,2.0881686,0.00443,-9.36253465455244,0.8512224,0.018616641,-2.646813,-0.008299217,0.7607191,22.995419587637592,-3.820813,0.015481988,0.002504784805114514,72862
0.09467,-1.94565,-10.11,755998,10.362754101956053,72953,1,2.5313563,32875.519931554794,0.0,1.0,2.5625002,2.092012,0.00442,-9.36331610763094,0.84846824,0.026559716,-2.6903563,-0.00823001,0.76070774,22.99577319458218,-3.8211012,0.017140636,0.0026223472209082853,72953
0.15306,-1.9318657,-10.84,756998,10.364001040511493,73041,1,2.5322351,32917.75753712654,0.0,1.0,2.55796,2.1043963,0.00441,-9.36456236908038,0.8504987,0.019123996,-2.6769905,-0.008177038,0.7606834,22.99664547763359,-3.82147,0.016118411,0.002650925553258585,73041
0.09217,-1.9502312,-10.83,757998,10.365314662363591,73126,1,2.521796,32960.31736826897,0.0,1.0,2.553854,2.0984733,0.0044,-9.36587533845691,0.84852564,0.028104203,-2.6887455,-0.008098661,0.7606783,22.997290697501832,-3.8220377,0.015045929,0.0026494199800349244,73126
0.00354,-1.9618593,-10.96,758998,10.367152925749878,73212,1,2.544464,33003.07800555229,0.0,1.0,2.5682955,2.10559,0.00439,-9.36771294323335,0.8520789,0.007870458,-2.7097054,-0.008117095,0.76067275,22.997794323072217,-3.8227441,0.016190195,0.002496449507295845,73212
0.10131,-1.944865,-10.86,759998,10.368650831548358,73297,1,2.5508738,33046.357514858246,0.0,1.0,2.5737617,2.1151764,0.00438,-9.369210199598893,0.8493908,0.015055497,-2.6937652,-0.008157705,0.7606417,22.997935541255675,-3.8233237,0.015055298,0.0025772051818904068,73297
0.0761,-1.9477816,-10.35,760998,10.369912107378893,73385,1,2.5398936,33091.138160943985,0.0,1.0,2.5592108,2.1258547,0.00437,-9.370470804660354,0.84695107,0.02551145,-2.7036018,-0.008081794,0.7606351,22.997033111969913,-3.8235574,0.016790712,0.0025062417077788314,73385
0.10197,-1.931356,-11.78,761998,10.37248683010495,73463,1,2.530127,33134.81599211693,0.0,1.0,2.5511892,2.1402953,0.00437,-9.373044934184556,0.8484964,0.011235933,-2.6841044,-0.008050336,0.7606224,22.996898494359716,-3.8243442,0.015965024,0.0026873234150171744,73463
0.04951,-1.9331534,-10.37,762998,10.372858774267225,73556,1,2.5151875,33179.66947698593,0.0,1.0,2.5499249,2.1621687,0.00436,-9.373416172711947,0.8495684,0.0036370605,-2.6686394,-0.00800881,0.76060164,22.99594938789943,-3.8245947,0.01560157,0.0024907383534124323,73556
0.04271,-1.9387184,-12.02,763998,10.375993154871043,73629,1,2.5297358,33222.54546165466,0.0,1.0,2.5531359,2.108467,0.00435,-9.37655000067908,0.8458922,0.008252258,-2.6845589,-0.00800342,0.7605918,22.996371571883426,-3.825673,0.015861755,0.002597873218010571,73629
0.0445,-1.9333508,-10.8,764998,10.3776351846325,73714,1,2.5453525,33264.40082216263,0.0,1.0,2.5651894,2.1176085,0.00434,-9.378191388338715,0.84953403,0.012166453,-2.689274,-0.008029956,0.76055783,22.997498259169454,-3.825822,0.015042458,0.002524037748747642,73714
0.19842,-1.9614298,-11.6,765998,10.380093502269801,73795,1,2.5117412,33306.24443721771,0.0,1.0,2.540319,2.1273723,0.00433,-9.380649095467172,0.8456286,0.037185106,-2.6981883,-0.008031952,0.76054764,22.99863022514912,-3.826263,0.01639765,0.0024399221661196213,73795
0.08947,-1.938794,-10.63,766998,10.381510557661072,73880,1,2.5360248,33348.95063686371,0.0,1.0,2.5620115,2.1369479,0.00432,-9.382065511640498,0.8496361,0.01589238,-2.697219,-0.00803559,0.76053244,22.999164452034226,-3.8265262,0.016903415,0.0027040757886920386,73880
0.09398,-1.9459039,-8.18,767998,10.380188411477691,73987,1,2.534753,33392.64490938187,0.0,1.0,2.5576448,2.1063917,0.00431,-9.380742562882668,0.8508282,-0.0036838253,-2.7012825,-0.008008355,0.76050705,22.99901676204829,-3.8260543,0.014444714,0.002470520501403041,73987
0.013,-1.9576402,-10.12,768998,10.381275734053323,74075,1,2.5195527,33435.09366893768,0.0,1.0,2.5460486,2.1590452,0.00431,-9.381829227134661,0.8478143,0.00973555,-2.6932676,-0.007994294,0.7604984,22.99972620427933,-3.8267682,0.016747182,0.0024637335237572312,74075
0.01453,-1.9523466,-9.01,769998,10.38087470002966,74174,1,2.54132,33478.134758234024,0.0,1.0,2.5638564,2.1245737,0.0043,-9.381427454364063,0.85038126,0.019485382,-2.6948524,-0.007935301,0.76048166,23.00002689996393,-3.82664,0.0160254,0.0024364971175673696,74174
0.04986,-1.963978,-9.64,770998,10.381533945547087,74266,1,2.5302331,33520.89553070068,0.0,1.0,2.5527105,2.078726,0.00429,-9.382086015134785,0.84769875,0.022743523,-2.7154238,-0.007896531,0.76046747,23.000519162558422,-3.8268642,0.015503363,0.002290633568701231,74266
0.12989,-1.9797401,-11.27,771998,10.383980092810546,74345,1,2.5289097,33563.06427145004,0.0,1.0,2.5497417,2.0929303,0.00428,-9.384531575761653,0.8489789,0.015511516,-2.73935,-0.007890941,0.76046216,23.001415894456617,-3.8276043,0.016596971,0.002306997286150121,74345
0.06064,-1.9489423,-11.03,772998,10.38534193201666,74430,1,2.5342593,33604.83466076851,0.0,1.0,2.5576787,2.1404908,0.00427,-9.385892785167272,0.847532,0.0018661717,-2.7074718,-0.007906666,0.76045346,23.00258304506481,-3.8280976,0.01748664,0.0023964812883485666,74430
0.02457,-1.9257138,-10.48,773998,10.386213282162075,74521,1,2.5146174,33647.10935616493,0.0,1.0,2.542111,2.1093116,0.00426,-9.386763462648112,0.8535747,-0.0057158717,-2.674163,-0.007815985,0.7604406,23.003402515413573,-3.8286004,0.01646899,0.0024435260152659167,74521
0.02429,-1.979984,-9.25,774998,10.386463847751793,74615,1,2.5310886,33689.96429181099,0.0,1.0,2.5512545,2.127529,0.00425,-9.387013335120285,0.848901,0.009759237,-2.7304149,-0.007846657,0.7604196,23.003823728847898,-3.8288007,0.016897868,0.002408453532151182,74615
0.09531,-1.9873955,-10.06,775998,10.387641727909187,74703,1,2.5525224,33732.66941833496,0.0,1.0,2.5790381,2.1269343,0.00425,-9.388190567982544,0.84800553,0.025395274,-2.7415345,-0.0077413647,0.76040626,23.004346035485,-3.828969,0.016406689,0.0024576637538095063,74703
0.02284,-1.9916655,-9.49,776998,10.38777256380433,74799,1,2.5305092,33774.93230056763,0.0,1.0,2.549831,2.1273508,0.00424,-9.388320699474592,0.84665823,0.00797676,-2.7395978,-0.007731083,0.7603797,23.005168243873626,-3.8286757,0.015854876,0.0025614674300145977,74799
0.02727,-1.9761827,-9.45,777998,10.387921595855476,74894,1,2.5392752,33817.39401626587,0.0,1.0,2.557232,2.11502,0.00423,-9.388469036237883,0.8492752,-0.008231719,-2.739193,-0.0077916533,0.7603504,23.00585313066376,-3.8283958,0.016936127,0.002523384052196632,74894
0.01512,-1.9826591,-10.06,778998,10.389058561502248,74981,1,2.548071,33860.2214243412,0.0,1.0,2.570753,2.117085,0.00422,-9.389605366692896,0.8466504,0.029304385,-2.7344158,-0.0077312617,0.76032996,23.006287827757657,-3.828504,0.016605051,0.0025228711040180284,74981
0.00212,-1.9994019,-11.0,779998,10.390856046678923,75066,1,2.5289576,33903.05496931076,0.0,1.0,2.5581818,2.1620524,0.00421,-9.39140223270189,0.8509579,0.00321991,-2.7334433,-0.007759547,0.7603157,23.006717262089172,-3.8293557,0.016675938,0.0024626476374255872,75066
0.11766,-2.007635,-11.9,780998,10.392798211529248,75148,1,2.5351377,33946.234511613846,0.0,1.0,2.5657887,2.111826,0.0042,-9.393343801564912,0.8455227,0.0019358794,-2.7400348,-0.0077421893,0.7603029,23.006911112123532,-3.8300083,0.015969092,0.0024072703486747987,75148
0.09158,-1.9877737,-8.75,781998,10.391861902167413,75251,1,2.529977,33989.640281677246,0.0,1.0,2.552255,2.0909178,0.0042,-9.39240674542531,0.847606,0.017859815,-2.7368546,-0.007706517,0.7602814,23.00695133927471,-3.8298297,0.016148036,0.00248892676024574,75251
0.00357,-1.9680233,-10.41,782998,10.39316148557169,75338,1,2.53617,34033.00022864342,0.0,1.0,2.5610533,2.1109414,0.00419,-9.393705699646924,0.84677625,-0.010921444,-2.718386,-0.0075991144,0.7602669,23.007022441148173,-3.8301868,0.01666316,0.0024199647887560836,75338
0.12114,-2.0078983,-9.2,783998,10.393013852986014,75435,1,2.5218773,34076.10272312164,0.0,1.0,2.5462868,2.0850332,0.00418,-9.393557367269835,0.85532194,0.013230274,-2.7492502,-0.007618988,0.7602375,23.007267185752266,-3.830258,0.016466318,0.0025888354834203687,75435
0.03696,-2.0012703,-10.47,784998,10.39426921956516,75522,1,2.5200775,34118.42832493782,0.0,1.0,2.553597,2.132804,0.00417,-9.394812107730198,0.84874916,0.019052386,-2.7311592,-0.0076889764,0.7602188,23.00803520384407,-3.8303602,0.01574747,0.0025146801028539476,75522
0.10666,-1.9883026,-11.75,785998,10.396759259259259,75600,1,2.5351348,34161.48439359665,0.0,1.0,2.5609982,2.095891,0.00416,-9.397301587301587,0.84728277,0.023521714,-2.7356606,-0.0076500387,0.7602003,23.008309327077434,-3.831146,0.017365497,0.0024438228673194125,75600
0.02352,-1.9809834,-11.06,786998,10.398432958088897,75684,1,2.5126534,34205.25280737877,0.0,1.0,2.5407898,2.1027575,0.00415,-9.398974684213307,0.8513634,0.014100425,-2.7368002,-0.007674896,0.7601768,23.0081035925052,-3.8315346,0.01616177,0.002427995803947999,75684
0.07548,-1.9821359,-11.14,787998,10.400762905375975,75763,1,2.5350933,34248.520198106766,0.0,1.0,2.563731,2.154044,0.00415,-9.40130406662883,0.8508136,0.014418687,-2.735578,-0.0077062305,0.7601575,23.008234967289475,-3.831883,0.015276239,0.002468503235937386,75763
0.01564,-2.0184593,-10.29,788998,10.401932736549288,75851,1,2.5374844,34293.129975795746,0.0,1.0,2.56335,2.1530263,0.00414,-9.402473269963481,0.8426869,0.034265373,-2.7659068,-0.00769277,0.7601539,23.00746535988049,-3.8321657,0.015834298,0.0024869083205347987,75851
0.00542,-1.976876,-9.55,789998,10.40219895977352,75945,1,2.5181134,34335.37246084213,0.0,1.0,2.5505986,2.1389325,0.00413,-9.402738824149056,0.8465776,-0.027268806,-2.7072446,-0.0077584404,0.7601281,23.008283975977115,-3.831605,0.016101383,0.0023047374652322436,75945
0.02405,-1.9791057,-9.99,790998,10.402738140642056,76037,1,2.5241058,34377.65826010704,0.0,1.0,2.5465016,2.132006,0.00412,-9.403277351815564,0.8435936,-0.010897766,-2.7369921,-0.0077072913,0.7601019,23.009071589902327,-3.8315752,0.015475882,0.002296445600417021,76037
0.00558,-2.0081472,-9.81,791998,10.403302289534869,76129,1,2.5320966,34420.61482048035,0.0,1.0,2.560812,2.1774366,0.00411,-9.403840849085105,0.84174836,-0.008732091,-2.7549753,-0.007695625,0.76009476,23.009408871126826,-3.8320007,0.01575695,0.0023460229765423636,76129
0.07058,-2.0001388,-9.89,792998,10.404195859245847,76218,1,2.5245514,34462.99712252617,0.0,1.0,2.5519288,2.091219,0.0041,-9.404733789918392,0.8432381,0.011204046,-2.7570329,-0.0075963056,0.7600785,23.01012872387904,-3.832484,0.017093785,0.0025882211119393405,76218
0.02547,-2.0031464,-10.17,793998,10.4052314990761,76307,1,2.539406,34505.23096990585,0.0,1.0,2.5665786,2.110845,0.0041,-9.405768802337924,0.84502894,0.004661212,-2.7451258,-0.0076494147,0.7600603,23.010945809709106,-3.8325922,0.01795202,0.002345263216990592,76307
0.05918,-2.0023856,-11.17,794998,10.407464620943355,76387,1,2.5331683,34548.055146217346,0.0,1.0,2.5582638,2.1078737,0.00409,-9.40800136148821,0.8422996,-0.00014033914,-2.745969,-0.007697654,0.76002973,23.011367691620812,-3.8331869,0.01680469,0.0023041632620521787,76387
0.07101,-2.0088928,-10.66,795998,10.408816298776022,76472,1,2.532299,34590.48132967949,0.0,1.0,2.5604744,2.1062562,0.00408,-9.409352442724135,0.84331477,0.032195307,-2.7483912,-0.0075845644,0.76003045,23.012053299096884,-3.8340075,0.016991554,0.002397375566484818,76472
0.05727,-1.9898422,-9.16,796998,10.408575047994672,76571,1,2.5246272,34639.44709658623,0.0,1.0,2.5482557,2.1150484,0.00407,-9.409110498752792,0.8467864,0.00016659498,-2.7389002,-0.007646871,0.7600051,23.00839265065941,-3.833958,0.0154785,0.0022944898060476672,76571
0.10195,-2.0118423,-8.87,797998,10.407919449081803,76672,1,2.5362616,34683.19740319252,0.0,1.0,2.5580533,2.1133597,0.00406,-9.408454194490819,0.84373325,-0.006011317,-2.7692957,-0.007689167,0.75998265,23.008201658090087,-3.833643,0.016058328,0.002434437695015908,76672
0.00319,-2.0025368,-9.86,798998,10.408660422338887,76763,1,2.5470598,34727.09890151024,0.0,1.0,2.569774,2.1382275,0.00406,-9.40919453382489,0.8419358,-0.0047506145,-2.7579126,-0.0077783917,0.75995386,23.007910976555905,-3.8331337,0.0166747,0.002408181145013455,76763
0.03943,-2.0002613,-10.51,799998,10.409603122966818,76850,1,2.5137143,34781.644981622696,0.0,1.0,2.5453572,2.0997715,0.00405,-9.41013662979831,0.8440672,0.011772315,-2.7354116,-0.0077617173,0.7599397,23.000579771965604,-3.8334248,0.016356196,0.0023995678905255934,76850
0.01049,-2.0044365,-10.42,800998,10.410751653950635,76937,1,2.5313075,34823.92803692818,0.0,1.0,2.5574577,2.1464436,0.00404,-9.411284557495094,0.85141987,0.0006387507,-2.7631433,-0.0077531952,0.759918,23.001368459945166,-3.8334148,0.016147722,0.0024319825930200463,76937
0.01588,-2.0102668,-10.64,801998,10.413173885945778,77016,1,2.5222948,34866.52321791649,0.0,1.0,2.5468178,2.113617,0.00403,-9.413706242858627,0.84557176,0.0008194347,-2.7566338,-0.0077834143,0.75987136,23.001949319336948,-3.8333454,0.017843641,0.0025566936390569507,77016
0.0507,-2.0269718,-9.17,802998,10.412928742786747,77115,1,2.5371125,34909.601971149445,0.0,1.0,2.5592544,2.119015,0.00402,-9.413460416261428,0.84767616,-0.017215332,-2.7769122,-0.007810544,0.7598532,23.00221012727749,-3.833567,0.01790819,0.002297960567502055,77115
0.05891,-2.0114665,-8.63,803998,10.412041233909193,77218,1,2.5240412,34953.29644918442,0.0,1.0,2.5485034,2.1463866,0.00401,-9.412572198192132,0.84669256,-0.019418268,-2.7557175,-0.007799709,0.7598523,23.002065089021386,-3.8334098,0.015953215,0.002387572619275131,77218
0.00699,-2.0331988,-9.53,804998,10.412585693959384,77310,1,2.532251,34995.7751853466,0.0,1.0,2.5543497,2.1295433,0.00401,-9.413116026387272,0.84378844,-0.011863053,-2.7915215,-0.0077772886,0.75982803,23.002719492182244,-3.833717,0.017326223,0.0026399405441681757,77310
0.00396,-2.0070214,-10.24,805998,10.413302153718945,77401,1,2.5346725,35039.104402542114,0.0,1.0,2.560269,2.1290154,0.004,-9.413831862637434,0.8461793,-0.0016317168,-2.7647111,-0.007821929,0.7598075,23.002813962948327,-3.8341987,0.018263342,0.0024023668429841213,77401
0.0557,-2.0360858,-11.92,806998,10.415891167701382,77477,1,2.5255523,35082.24801325798,0.0,1.0,2.5507696,2.1568782,0.00399,-9.416420357009176,0.84668154,-0.009296949,-2.783809,-0.00792484,0.7597914,23.00302989976658,-3.8350341,0.017385889,0.002159231976488807,77477
0.01917,-2.0005543,-11.64,807998,10.41776476959179,77558,1,2.517522,35125.46264362335,0.0,1.0,2.5494373,2.1480982,0.00398,-9.418293406225018,0.85213405,0.0018707862,-2.7497609,-0.0079383,0.7597832,23.003198796206696,-3.8359053,0.015725369,0.0022022713123072764,77558
0.00194,-1.9978195,-10.45,808998,10.41867892696622,77649,1,2.5311255,35168.543217659,0.0,1.0,2.5513268,2.1447258,0.00398,-9.419206944068822,0.8473608,-0.004116302,-2.7534819,-0.007941521,0.7597776,23.003454962381895,-3.8363433,0.016655719,0.0024258455253751508,77649
0.00404,-2.0124915,-11.08,809998,10.41980549552331,77736,1,2.5228229,35211.98714971542,0.0,1.0,2.5525315,2.169758,0.00397,-9.420332921683647,0.84865266,-0.012294988,-2.7636638,-0.007913182,0.75975674,23.00347312283244,-3.8363657,0.016650412,0.0024199217179589135,77736
0.05567,-2.0109277,-9.3,810998,10.41986586493987,77832,1,2.518649,35254.294994831085,0.0,1.0,2.555193,2.1045914,0.00396,-9.420392640559154,0.8469777,0.010207057,-2.7512817,-0.007981307,0.759738,23.00423253730948,-3.8362377,0.016762778,0.0022463991137212074,77832
0.10087,-1.9999754,-10.96,811998,10.421842311295933,77913,1,2.516001,35297.15403676033,0.0,1.0,2.542787,2.131706,0.00395,-9.422368539268158,0.848513,0.0027264506,-2.7468617,-0.007943953,0.7597339,23.00463088764443,-3.8367207,0.017749256,0.00240117619808627,77913
0.0646,-2.025813,-9.76,812998,10.42222393149245,78006,1,2.5229266,35340.386150598526,0.0,1.0,2.5581632,2.1230745,0.00394,-9.422749532087275,0.8479088,0.0014960816,-2.776758,-0.0079991305,0.7597235,23.00478541845902,-3.8370705,0.016069343,0.002416733340601788,78006
0.04518,-2.001564,-11.09,813998,10.424352636836309,78086,1,2.5085716,35384.04096579552,0.0,1.0,2.535292,2.1635625,0.00394,-9.424877698947315,0.84792864,-0.025710816,-2.7387884,-0.008031093,0.7597036,23.004664752306347,-3.8374305,0.01895157,0.002364462701482334,78086
0.00395,-2.0333629,-9.67,814998,10.424628097059312,78179,1,2.5650823,35426.68698358536,0.0,1.0,2.5830855,2.162163,0.00393,-9.425152534568106,0.84987026,-0.018113961,-2.8011012,-0.007907422,0.7596886,23.005199452537635,-3.8372371,0.016578177,0.0023179090537436805,78179
0.08301,-2.006912,-10.13,815998,10.425709430539053,78267,1,2.520667,35469.85319876671,0.0,1.0,2.5555449,2.165796,0.00392,-9.426233278393193,0.84841377,0.010425379,-2.7479255,-0.007867196,0.7596733,23.00539546716738,-3.8376534,0.017748086,0.0022711869953541447,78267
0.11528,-2.0368834,-10.4,816998,10.42705448419333,78353,1,2.5302296,35513.13355541229,0.0,1.0,2.5592775,2.1117945,0.00391,-9.427577757073756,0.8470267,-0.015012895,-2.7809148,-0.0078558205,0.75964516,23.005517063855027,-3.8375144,0.017671255,0.002304384434161982,78353
0.06704,-1.9987828,-11.58,817998,10.429687998061942,78429,1,2.5185406,35555.78285861015,0.0,1.0,2.5577004,2.111809,0.0039,-9.430210763875607,0.8496707,0.0047649792,-2.7306235,-0.007888735,0.75963247,23.006046674680782,-3.8378832,0.018682905,0.0023325378542906066,78429
0.02717,-2.0252223,-10.64,818998,10.431113318813445,78513,1,2.5483992,35598.295756578445,0.0,1.0,2.573019,2.1547236,0.0039,-9.431635525327016,0.8447891,-0.002108415,-2.788682,-0.007879123,0.75961727,23.006663172875403,-3.8379774,0.016316433,0.0022754964737662087,78513
0.02277,-2.027134,-10.2,819998,10.431817314420202,78605,1,2.5334468,35642.741914749146,0.0,1.0,2.5633752,2.1072462,0.00389,-9.432338909738567,0.8519542,-0.015214421,-2.7658823,-0.007837339,0.7596063,23.006030286931452,-3.8377593,0.018143855,0.002340698088925473,78605
0.04316,-2.011148,-10.19,820998,10.432675934632881,78694,1,2.523172,35685.29687643051,0.0,1.0,2.553221,2.1364422,0.00388,-9.433196940046255,0.8457018,-0.00028743842,-2.7473927,-0.007797297,0.7595853,23.006618183475286,-3.8376985,0.016604746,0.0022835404595898394,78694
0.05519,-2.017651,-11.08,821998,10.434401777213584,78775,1,2.5161073,35728.6360244751,0.0,1.0,2.5482879,2.1234803,0.00387,-9.434922246905744,0.8457286,0.0036856185,-2.7574217,-0.007873398,0.7595751,23.00669970823708,-3.838373,0.01887111,0.002222383516117571,78775
0.03442,-2.042686,-12.31,822998,10.437595911171988,78849,1,2.532184,35772.70791268349,0.0,1.0,2.5694933,2.1741958,0.00387,-9.438115892401933,0.8425088,-0.014471963,-2.7786016,-0.007867589,0.7595653,23.006309782553526,-3.8390489,0.018243046,0.002178656809315524,78849
0.01603,-1.9919004,-9.3,823998,10.4374817911204,78945,1,2.5152931,35816.29029202461,0.0,1.0,2.542128,2.1604118,0.00386,-9.438001140034201,0.84783643,0.010329087,-2.7397933,-0.007822557,0.7595429,23.006235243282124,-3.83875,0.017708087,0.0023156879898020744,78945
0.0569,-2.0297124,-8.78,824998,10.436671389535473,79048,1,2.5394537,35859.78834795952,0.0,1.0,2.5683486,2.1602426,0.00385,-9.437190061734642,0.8457763,0.003939251,-2.7866836,-0.007823094,0.7595389,23.006214983612523,-3.8386335,0.017355368,0.002211586456404925,79048
0.07845,-2.0139365,-10.96,825998,10.438694267515924,79128,1,2.5350826,35903.17163014412,0.0,1.0,2.5560386,2.190463,0.00384,-9.439212415327065,0.8470314,0.02449266,-2.7690167,-0.007792764,0.75951713,23.00626831827014,-3.8390152,0.017064814,0.0022586552108339094,79128
0.00117,-2.0068953,-11.07,826998,10.439810139365784,79216,1,2.5268347,35946.32514119148,0.0,1.0,2.5462077,2.1210515,0.00383,-9.440327711573419,0.8468074,-0.008522402,-2.7593803,-0.007749384,0.7595101,23.00646858202285,-3.8393621,0.01778906,0.002259112210542478,79216
0.00315,-2.0364175,-10.06,827998,10.44096692432821,79303,1,2.522872,35989.46937561035,0.0,1.0,2.5506651,2.1553166,0.00383,-9.441483928729053,0.84475905,-0.0072726062,-2.7958255,-0.0076901303,0.759495,23.006674295707306,-3.8395467,0.018589972,0.002201140403194002,79303
0.13579,-2.0343218,-9.17,828998,10.440705289672545,79400,1,2.5422509,36032.17388319969,0.0,1.0,2.5660753,2.110532,0.00382,-9.441221662468514,0.84304196,0.019791165,-2.7860496,-0.0076646735,0.75946873,23.007160286449643,-3.8389475,0.018318783,0.002187933728068571,79400
0.06018,-2.0663137,-10.03,829998,10.44132040105169,79491,1,2.541702,36076.37572336197,0.0,1.0,2.5702868,2.0892155,0.00381,-9.441836182712509,0.8407592,0.03787517,-2.8308706,-0.0076615484,0.7594512,23.006690205372223,-3.8388581,0.01720192,0.002102795480355515,79491
0.03241,-2.0256474,-11.33,830998,10.443077425759993,79573,1,2.5455062,36119.47651696205,0.0,1.0,2.5753076,2.1051004,0.0038,-9.443592675907658,0.84889966,0.0076476634,-2.779166,-0.007613231,0.75942695,23.006922583990256,-3.8390164,0.016851041,0.0023296005184723816,79573
0.11329,-2.0051394,-10.95,831998,10.444469551463111,79659,1,2.5286226,36163.348420381546,0.0,1.0,2.5552666,2.1166277,0.0038,-9.444984245345786,0.8493328,0.0032817721,-2.7477283,-0.007678581,0.7594064,23.0066638279294,-3.839165,0.01744793,0.0021402603840915465,79659
0.0185,-2.0291007,-11.81,832998,10.446731128585224,79737,1,2.5422668,36207.81256556511,0.0,1.0,2.5574574,2.1781254,0.00379,-9.447245318986168,0.8425785,0.008294414,-2.7975512,-0.0076762917,0.7594088,23.00602938914377,-3.840048,0.018049069,0.0021082855827278023,79737
0.12843,-2.0217185,-10.6,833998,10.448103929945002,79823,1,2.5384579,36251.002024650574,0.0,1.0,2.5621579,2.11936,0.00378,-9.448617566365584,0.84589267,0.008807371,-2.7766109,-0.0075867837,0.7593979,23.00620544041469,-3.8401124,0.01727321,0.0021854357751567217,79823
