rollout/Q_mean,total/duration,total/episodes,errors,train/param_noise_distance,reference_actor_Q_std,rollout/actions_std,rollout/goal_tolerance,train/loss_actor,reference_action_mean,total/steps_per_second,success rate,train/loss_critic,reference_action_std,rollout/return_history,reference_Q_std,rollout/return,total/steps,total/epochs,rollout/error,reference_actor_Q_mean,reference_Q_mean,rollout/actions_mean,rollout/episodes,rollout/episode_steps
-3.5193565,71507.19201254845,163589,0.0007036157803472197,0.0,3.7185793,0.7101567,0.001,2.7532609,-0.07133249,23.396220057227442,0.99,0.15352216,0.85575724,-15.88,3.6930401,-9.227937086234405,1672998,1,0.00494,-2.6853635,-3.4147015,-0.002856528,163589,10.226738961666127
-3.5193405,71550.0675497055,163655,0.0006707795275630086,0.0,3.7115126,0.7100948,0.001,2.767518,-0.09785763,23.39617637449582,1.0,0.11962689,0.8510109,-13.96,3.6931283,-9.229996028230119,1673998,1,0.04096,-2.7606642,-3.4652786,-0.002831917,163655,10.228798386850386
-3.5193791,71592.2885427475,163715,0.0006987670242833363,0.0,3.700635,0.71004224,0.001,2.807229,-0.072587155,23.396346647025606,1.0,0.13488427,0.8541887,-15.02,3.6875322,-9.232330574473933,1674998,1,0.01593,-2.7022629,-3.4054186,-0.002832043,163715,10.231133372018446
-3.519925,71635.10461831093,163766,0.0007247848069447293,0.0,3.7380042,0.70997626,0.001,2.7822542,-0.08694548,23.39632236080509,0.99,0.122505724,0.85102004,-17.03,3.7173998,-9.235299146342953,1675998,1,0.01106,-2.7781518,-3.49153,-0.0027981577,163766,10.234096210446612
-3.5199254,71677.20477724075,163825,0.0007162650561977186,0.0,3.7293873,0.70991784,0.001,2.7507632,-0.08821299,23.396531787362438,1.0,0.10202683,0.8436239,-15.75,3.7155974,-9.237570578361057,1676998,1,0.00918,-2.7223217,-3.4233904,-0.0028071755,163825,10.236368075690523
-3.5210123,71719.06465792656,163886,0.0016610461693290811,0.0,3.7395608,0.70986843,0.001,2.789565,-0.08021072,23.39681935345128,0.99,0.12696458,0.853914,-15.64,3.713635,-9.24002660385878,1677998,1,0.02588,-2.7735672,-3.4974365,-0.0028046537,163886,10.238818446969235
-3.5211093,71761.46166682243,163953,0.0007213813993255131,0.0,3.7298946,0.7098191,0.001,2.7709458,-0.071013205,23.396931458772855,1.0,0.1060523,0.8521974,-13.38,3.7124238,-9.241861997035736,1678998,1,0.06406,-2.7652454,-3.475877,-0.0027899104,163953,10.240654333863974
-3.521694,71803.93378281593,164002,0.0007074615942043335,0.0,3.7292805,0.70975393,0.001,2.7460945,-0.093591996,23.397018958340915,1.0,0.13429585,0.84901994,-16.55,3.7093306,-9.244692137900758,1679998,1,0.15174,-2.7886968,-3.5090222,-0.0027832477,164002,10.243484835550786
-3.5218241,71846.17053580284,164059,0.0008480317896096476,0.0,3.7821312,0.70969725,0.001,2.7637925,-0.09470794,23.39718300173444,0.99,0.12661159,0.8528201,-17.13,3.7506201,-9.247484136804442,1680998,1,0.03414,-2.744424,-3.477458,-0.0027966066,164059,10.246271158546621
-3.5226371,71889.24542546272,164099,0.0011173519298220962,0.0,3.7147722,0.7096193,0.001,2.7197766,-0.10159878,23.39707406922158,0.98,0.10516048,0.8472063,-19.76,3.706619,-9.25109842229386,1681998,1,0.15439,-2.77659,-3.4897738,-0.0027823995,164099,10.249879645823558
-3.5231493,71931.36290431023,164146,0.0010240322099546414,0.0,3.7334554,0.70955336,0.001,2.7483099,-0.104829155,23.397276682201618,0.98,0.1012638,0.8475424,-21.03,3.7336586,-9.254291910859845,1682998,1,0.00077,-2.7674813,-3.4759164,-0.0028025252,164146,10.253067391224885
-3.5239673,71973.38144874573,164194,0.0010407997628803243,0.0,3.7282474,0.70948124,0.001,2.748107,-0.08013979,23.397511220161615,0.97,0.10339174,0.8535103,-21.47,3.7221696,-9.257329744083219,1683998,1,0.00135,-2.825933,-3.522418,-0.0027695138,164194,10.256099492064266
-3.52406,72016.05486416817,164261,0.000744784491021129,0.0,3.7586598,0.70943314,0.001,2.7326362,-0.0762786,23.397532719310018,0.99,0.107109234,0.85195106,-16.8,3.7343752,-9.259172901662598,1684998,1,0.08033,-2.7196784,-3.455806,-0.0027674763,164261,10.257943151448
-3.5243058,72058.85109567642,164306,0.0006967643104126941,0.0,3.7084677,0.70936835,0.001,2.6810017,-0.08997827,23.39751431453451,1.0,0.09384476,0.85222983,-17.03,3.6930654,-9.26244933234331,1685998,1,0.00488,-2.8063323,-3.5147314,-0.002744872,164306,10.261219918931749
-3.524335,72101.63491415977,164357,0.0006853157524415398,0.0,3.7315166,0.70930976,0.001,2.7127554,-0.08679893,23.397499959722783,1.0,0.1318173,0.8521597,-19.49,3.6993918,-9.265385715241822,1686998,1,0.02641,-2.7382188,-3.4819193,-0.0027582466,164357,10.264156683317413
-3.524167,72145.14177680016,164429,0.0007204982949993851,0.0,3.7293901,0.7092614,0.001,2.690773,-0.091899544,23.397251130537143,1.0,0.11385042,0.847523,-14.68,3.7050688,-9.266948044444714,1687998,1,0.02821,-2.7512407,-3.4886951,-0.002764835,164429,10.26571955068753
-3.524701,72187.67697262764,164484,0.0006688881335340642,0.0,3.737502,0.70920014,0.001,2.684332,-0.078883976,23.397317531639644,1.0,0.10223938,0.8546162,-15.17,3.7111814,-9.26970404416235,1688998,1,0.0007,-2.77602,-3.4987597,-0.00277612,164484,10.268475961187715
-3.5247917,72231.89921569824,164529,0.0006623755610415511,0.0,3.7403033,0.7091257,0.001,2.748287,-0.08241737,23.39683738556207,1.0,0.098461665,0.8540251,-19.06,3.7165315,-9.272900218198615,1689998,1,0.05138,-2.8372502,-3.5660324,-0.0027443054,164529,10.271672471114515
-3.5247605,72274.92134189606,164590,0.0007143761955279874,0.0,3.7483683,0.70905775,0.001,2.644955,-0.09571173,23.396746320909084,1.0,0.11943057,0.85516864,-17.2,3.73136,-9.275186827875327,1690998,1,0.01357,-2.826293,-3.5507054,-0.0027121054,164590,10.273959535816271
-3.5256217,72317.92311191559,164653,0.0007241835906132114,0.0,3.7480671,0.70901,0.001,2.7579052,-0.08196133,23.396661950337663,0.99,0.12027038,0.85525763,-16.04,3.7221708,-9.27724365787444,1691998,1,0.05533,-2.7632582,-3.4989264,-0.0027094947,164653,10.276010762026807
-3.5259893,72360.63599157333,164704,0.0007093870605417692,0.0,3.7107112,0.7089513,0.001,2.685892,-0.07208764,23.3966710878157,0.99,0.10366221,0.85424507,-17.62,3.706733,-9.280223916844763,1692998,1,0.14157,-2.7997513,-3.5059452,-0.0026936966,164704,10.278991402758889
-3.5261974,72402.5510122776,164763,0.000709982624776979,0.0,3.7188168,0.7088987,0.001,2.61951,-0.07715771,23.396938040383986,1.0,0.110607974,0.8518885,-16.27,3.701485,-9.282636271492994,1693998,1,0.00107,-2.867192,-3.5860395,-0.002682689,164763,10.281404198758217
-3.5268018,72445.1951508522,164810,0.0006895253525071105,0.0,3.6816435,0.7088251,0.001,2.6826258,-0.110020526,23.3969692050731,1.0,0.11931471,0.8483461,-17.8,3.6763296,-9.285771494448152,1694998,1,0.00189,-2.8553457,-3.5638695,-0.00267941,164810,10.284539773072023
-3.5279903,72488.0033993721,164848,0.0016609555840978623,0.0,3.737647,0.70874476,0.001,2.6699436,-0.091949336,23.396947363219702,0.98,0.09282137,0.8522631,-22.83,3.7210042,-9.289466660196059,1695998,1,0.00193,-2.7554703,-3.4901042,-0.0026848437,164848,10.288223090362031
-3.5287611,72531.42993807793,164902,0.003202447003496525,0.0,3.7423334,0.7086831,0.001,2.6951454,-0.08705292,23.396726101343567,0.97,0.117373094,0.856472,-20.46,3.7345183,-9.292082570253848,1696998,1,0.00656,-2.833422,-3.5566192,-0.0026779263,164902,10.290833343440346
-3.5295877,72574.57297110558,164952,0.0022733423928685405,0.0,3.756833,0.70861846,0.001,2.6548386,-0.079510175,23.396596500485526,0.98,0.11344968,0.84755105,-18.3,3.741134,-9.295061593675737,1697998,1,0.0012,-2.7740993,-3.4969635,-0.0026946813,164952,10.293806683156312
-3.529986,72617.75929641724,165010,0.0007465589594333599,0.0,3.7275214,0.7085595,0.001,2.6791677,-0.09731337,23.396453105429597,0.98,0.097154714,0.853462,-16.67,3.7021205,-9.297557723774316,1698998,1,0.06417,-2.7803984,-3.4953187,-0.0027024033,165010,10.296297194109448
-3.5299354,72660.92382025719,165064,0.0007640858161584753,0.0,3.7249053,0.70848566,0.001,2.6998014,-0.06900813,23.39631690075012,0.99,0.13549122,0.84847134,-17.18,3.7052724,-9.30014418649736,1699998,1,0.01296,-2.8159993,-3.5298033,-0.0026908647,165064,10.29888406920952
-3.530045,72703.65621376038,165129,0.0007401176161314413,0.0,3.7272644,0.7084321,0.001,2.6662927,-0.078053035,23.396319918200454,1.0,0.09944341,0.8526434,-15.91,3.7030067,-9.30224854507688,1700998,1,0.04345,-2.8051128,-3.5149755,-0.0027202803,165129,10.300988923811081
-3.530123,72746.41078305244,165185,0.0007159064180591028,0.0,3.7251382,0.7083637,0.001,2.7159946,-0.06564799,23.39631580004371,1.0,0.103991814,0.8520119,-16.42,3.712091,-9.304840027847565,1701998,1,0.01796,-2.8422797,-3.5469878,-0.002742747,165185,10.3035808336108
-3.5303745,72788.44780278206,165246,0.0007291546284788851,0.0,3.7309737,0.7083207,0.001,2.7156448,-0.061091375,23.39654232790096,1.0,0.10754943,0.8496717,-15.95,3.7246861,-9.3070997179962,1702998,1,0.16989,-2.8666701,-3.57055,-0.00272563,165246,10.305840988586713
-3.5303898,72830.7980492115,165302,0.00071880106067903,0.0,3.7222822,0.7082626,0.001,2.673079,-0.07674097,23.396667970720504,1.0,0.11395255,0.8540671,-16.15,3.7117968,-9.309621178207161,1703998,1,0.02183,-2.8263958,-3.5383377,-0.0027232538,165302,10.30836287522232
-3.5308237,72879.80079865456,165358,0.0007025958168488651,0.0,3.7237506,0.7082131,0.001,2.6462426,-0.09151363,23.39465779702675,1.0,0.11112556,0.8465428,-16.15,3.7115324,-9.31169341670799,1704998,1,0.0082,-2.8372445,-3.5589972,-0.0027182086,165358,10.310435539858972
-3.5312603,72922.719186306,165417,0.0007309228239029207,0.0,3.7563326,0.7081518,0.001,2.7065015,-0.08280512,23.3946021080405,0.99,0.11707777,0.8538662,-16.91,3.7427914,-9.314550499646348,1705998,1,0.04449,-2.838275,-3.5639663,-0.0027102474,165417,10.313287026121861
-3.531544,72965.77943205833,165468,0.0007322139977561263,0.0,3.7265718,0.70809776,0.001,2.6873238,-0.09609852,23.39450100152033,0.99,0.1330447,0.8523155,-17.11,3.719814,-9.317432977977615,1706998,1,0.01239,-2.9362755,-3.6415935,-0.0027170987,165468,10.316169893876761
-3.53259,73008.87842178345,165535,0.0007408188446862396,0.0,3.7395163,0.70805025,0.001,2.6393566,-0.08038732,23.394387599445572,0.99,0.123760484,0.85243064,-15.76,3.7268674,-9.319316156704021,1707998,1,0.08181,-2.8983307,-3.6253588,-0.0026819538,165535,10.31804754281572
-3.5330517,73051.14780116081,165586,0.0006790532835162664,0.0,3.725523,0.70801,0.001,2.6128907,-0.07827156,23.3945400098538,1.0,0.11226167,0.8535212,-14.87,3.7099047,-9.322146799850229,1708998,1,0.01625,-2.8085985,-3.5322795,-0.0026842002,165586,10.320878576691266
-3.5333185,73093.2924311161,165649,0.0007427337382920038,0.0,3.7145777,0.70796835,0.001,2.6690474,-0.0969632,23.394732172059705,1.0,0.12728979,0.85336965,-16.27,3.6928813,-9.324167365936407,1709998,1,0.00243,-2.9190888,-3.6317391,-0.0026673446,165649,10.322899625110928
-3.5334818,73136.3877465725,165706,0.0007207187254865842,0.0,3.7479079,0.7079087,0.001,2.6524427,-0.10830089,23.39462000678568,1.0,0.1133979,0.8527054,-16.24,3.7338412,-9.326717197928861,1710998,1,0.19795,-2.8802166,-3.601615,-0.002676027,165706,10.325449893184315
-3.533221,73180.16825342178,165765,0.000678967908043838,0.0,3.7280748,0.70784163,0.001,2.6238756,-0.121679954,23.39428892909043,1.0,0.10196668,0.84778404,-16.59,3.714026,-9.328977769734262,1711998,1,0.01097,-2.8127642,-3.5447717,-0.0026790996,165765,10.327710916055862
-3.5336828,73223.13892817497,165817,0.0006799570877962472,0.0,3.73589,0.70778394,0.001,2.6692297,-0.09125787,23.39421697942081,1.0,0.123298265,0.8490517,-16.21,3.727742,-9.331684929771978,1712998,1,0.00552,-2.9168398,-3.6313133,-0.0026774763,165817,10.330418473377277
-3.5341113,73265.84525895119,165878,0.0007100928496157269,0.0,3.7216697,0.7077205,0.001,2.6570437,-0.09407557,23.394229520481698,1.0,0.110657796,0.8500616,-15.08,3.7152877,-9.333437827801156,1713998,1,0.03112,-2.9003682,-3.6176085,-0.0026970129,165878,10.332171837133314
-3.5342033,73308.43544387817,165942,0.0007181211297665587,0.0,3.7129061,0.7076596,0.001,2.6211457,-0.093265235,23.39427911148001,0.99,0.10610251,0.8460318,-15.32,3.720589,-9.336171674440466,1714998,1,0.0089,-2.9323177,-3.6259024,-0.0027043154,165942,10.334900145834087
-3.535408,73351.32367277145,165992,0.0007174644993049119,0.0,3.7158484,0.7076122,0.001,2.6437974,-0.10550514,23.394233588138928,1.0,0.1003519,0.8524064,-16.98,3.7003736,-9.339094655164104,1715998,1,0.01868,-2.8773258,-3.6119103,-0.002715507,165992,10.337823509566727
-3.535738,73393.77191615105,166054,0.0007370925198177933,0.0,3.7271652,0.7075542,0.001,2.6130934,-0.088920094,23.39432836292417,1.0,0.101369664,0.8481056,-15.48,3.7031462,-9.341256458742336,1716998,1,0.12216,-2.8167505,-3.5321457,-0.0027234151,166054,10.33998578775579
-3.5363295,73437.08594846725,166115,0.0006732691855999511,0.0,3.7157898,0.707504,0.001,2.6549115,-0.09528715,23.39414721882571,1.0,0.10701935,0.847868,-15.09,3.7116787,-9.343496974987207,1717998,1,0.02555,-2.8515582,-3.5671554,-0.0027108986,166115,10.342226770610722
-3.5364351,73480.24901223183,166169,0.0006832973063320948,0.0,3.754699,0.7074446,0.001,2.6805162,-0.09139722,23.394014352262857,1.0,0.10286807,0.8540931,-15.47,3.7339299,-9.345985111543067,1718998,1,0.00105,-2.8972225,-3.6363597,-0.0027033258,166169,10.344715319945356
-3.5367558,73523.90637087822,166231,0.0007283143094589751,0.0,3.7448504,0.70738655,0.001,2.6532397,-0.09576357,23.393724366653984,1.0,0.118288785,0.8553234,-15.23,3.7284422,-9.34827438925351,1719998,1,0.06627,-2.8597167,-3.573227,-0.0026912575,166231,10.347005071256264
-3.5366712,73567.41526508331,166287,0.0008786814148406427,0.0,3.742323,0.7073218,0.001,2.6209817,-0.09865283,23.393481934886232,0.99,0.12603353,0.8523886,-15.67,3.73518,-9.350809143228274,1720998,1,0.01053,-2.8815243,-3.599362,-0.0026976774,166287,10.349534238996434
-3.537153,73610.23807001114,166341,0.00087780978040684,0.0,3.767857,0.7072687,0.001,2.6415274,-0.10391296,23.393457828002095,0.99,0.09129987,0.84635377,-17.93,3.754383,-9.353424591652088,1721998,1,0.00158,-2.9260776,-3.665895,-0.0026912112,166341,10.352150101297935
-3.5378237,73652.63726973534,166385,0.0012132383538517874,0.0,3.7532923,0.70718783,0.001,2.6587772,-0.108164184,23.39356829396248,0.99,0.0963135,0.8457065,-19.28,3.7376616,-9.35673888872194,1722998,1,0.00711,-2.870255,-3.593441,-0.002682046,166385,10.355458725245665
-3.537648,73695.36731505394,166436,0.001187646950917195,0.0,3.7322726,0.70712256,0.001,2.7105956,-0.07760287,23.39357360999047,0.99,0.103600666,0.8487697,-19.44,3.715713,-9.359387392150737,1723998,1,0.00183,-2.863699,-3.5971274,-0.0026940699,166436,10.358107620947392
-3.537921,73738.32738089561,166499,0.0006851015191775402,0.0,3.7289493,0.70706874,0.001,2.6428444,-0.0875594,23.39350594555144,1.0,0.11061093,0.85230166,-16.23,3.7101066,-9.361605775410062,1724998,1,0.05998,-2.9278965,-3.640098,-0.0026978466,166499,10.360326488447377
-3.5391045,73780.74103045464,166538,0.0006970106288648536,0.0,3.709249,0.7070098,0.001,2.667945,-0.0909243,23.393611610481873,0.99,0.107764006,0.8509228,-18.14,3.7020633,-9.3650638292762,1725998,1,0.01676,-2.9266965,-3.6305366,-0.0026679083,166538,10.363778837262366
-3.5395405,73823.3397488594,166593,0.0007049871005718278,0.0,3.7437994,0.7069494,0.001,2.6671875,-0.10980922,23.393658507933903,0.99,0.09581638,0.8500644,-20.04,3.7264986,-9.367806570504163,1726998,1,0.00915,-2.8761175,-3.6135716,-0.0026532062,166593,10.366522002725205
-3.5401256,73865.9183704853,166640,0.0007524950368950433,0.0,3.7120593,0.70687306,0.001,2.628766,-0.05877721,23.393711716044383,0.99,0.12389807,0.85353446,-18.67,3.6881688,-9.370889342294767,1727998,1,0.00438,-2.860516,-3.590365,-0.0026501443,166640,10.369599135861739
-3.5404222,73907.7625336647,166686,0.0007279241648752882,0.0,3.759557,0.70679754,0.001,2.6422086,-0.10137403,23.393997338404716,0.99,0.11926618,0.8498874,-19.54,3.7460284,-9.373750644925188,1728998,1,0.00915,-2.8385038,-3.5713305,-0.002654775,166686,10.372460794547832
-3.5408683,73950.65505456924,166744,0.0007264915762080647,0.0,3.730544,0.70673573,0.001,2.6723468,-0.08594491,23.39395098966209,0.99,0.09864997,0.85395604,-18.58,3.7109869,-9.37648131267092,1729998,1,0.00033,-2.8353462,-3.562983,-0.002669341,166744,10.375185913736026
-3.5408776,73993.42266273499,166801,0.0007301591288840325,0.0,3.7474244,0.7066723,0.001,2.615964,-0.07830448,23.393944187309174,0.99,0.099649064,0.84455115,-16.81,3.718083,-9.378906601279368,1730998,1,0.04653,-2.8661215,-3.6111712,-0.0026735254,166801,10.377611645014118
-3.5411584,74035.85792946815,166856,0.0006945808801974052,0.0,3.7490113,0.70661646,0.001,2.6186633,-0.056913465,23.394042406451547,1.0,0.1115779,0.8535855,-16.59,3.7262528,-9.381244905787026,1731998,1,0.00652,-2.8458843,-3.5879002,-0.0026858302,166856,10.379950376372442
-3.5413723,74077.63907647133,166912,0.0007359968098036613,0.0,3.7647011,0.7065544,0.001,2.5934317,-0.07400626,23.39434708780342,1.0,0.1044299,0.8498478,-16.69,3.746536,-9.383908886119633,1732998,1,0.03249,-2.9353933,-3.667634,-0.0026754297,166912,10.382614791027608
-3.5416799,74121.22036671638,166973,0.0007173162962153109,0.0,3.7743099,0.7064946,0.001,2.559852,-0.109054275,23.394083252016173,1.0,0.0912291,0.8479054,-14.88,3.7555027,-9.386170219137226,1733998,1,0.0905,-2.8252063,-3.5581293,-0.0026923553,166973,10.384876596815054
-3.5425682,74164.35776376724,167027,0.0007598971684204754,0.0,3.7716234,0.7064425,0.001,2.584173,-0.07589281,23.393959744469434,0.99,0.1002569,0.84847903,-15.81,3.742852,-9.388709609823561,1734998,1,0.0019,-2.9027467,-3.6403313,-0.0026921178,167027,10.387410418674826
-3.5425224,74206.59090924263,167086,0.000751512387692568,0.0,3.771217,0.70638216,0.001,2.6239364,-0.06335483,23.394121448365535,0.99,0.11753516,0.8502737,-16.78,3.7287507,-9.391133907089761,1735998,1,0.00568,-2.8743691,-3.6158023,-0.0026662177,167086,10.389835174700453
-3.542489,74249.80437469482,167141,0.0007124477177143598,0.0,3.772275,0.7063172,0.001,2.5613294,-0.06960208,23.393974093647426,1.0,0.09983046,0.8519468,-15.58,3.7282004,-9.393039409839597,1736998,1,0.01165,-2.866654,-3.607971,-0.0026421642,167141,10.391741104815695
-3.5435069,74293.27831625938,167176,0.0007585975094111272,0.0,3.7419684,0.70624226,0.001,2.6064444,-0.071449704,23.393744890372297,0.99,0.12341816,0.85730976,-20.33,3.7279038,-9.397497248408863,1737998,1,0.07797,-2.8667388,-3.593979,-0.0026462364,167176,10.39619323347849
-3.5435097,74336.08402514458,167213,0.000758241197732633,0.0,3.765107,0.70617104,0.001,2.6074026,-0.066032045,23.393726247562014,0.99,0.106750794,0.8530047,-25.1,3.747332,-9.401015471285127,1738998,1,0.00132,-2.8736563,-3.6058118,-0.0026261967,167213,10.399711744900218
-3.543775,74378.7004995346,167273,0.0007308475996945793,0.0,3.7418919,0.70611835,0.001,2.5916777,-0.069528624,23.393767144545464,1.0,0.10433138,0.8521364,-19.64,3.7144876,-9.403430320494042,1739998,1,0.00699,-2.8412879,-3.590682,-0.0025950724,167273,10.402127061749356
-3.5440485,74421.48345184326,167325,0.0007606771681772731,0.0,3.787875,0.70606124,0.001,2.621614,-0.06793215,23.39375566366622,0.99,0.10759412,0.8564129,-17.17,3.7489786,-9.406089944718362,1740998,1,0.00112,-2.8121595,-3.5617447,-0.0026058897,167325,10.404781114597341
-3.5443277,74464.18265271187,167385,0.0007681367331194854,0.0,3.7852566,0.7060132,0.001,2.63129,-0.06793044,23.393770507418026,0.99,0.09831624,0.85252315,-16.14,3.756911,-9.408352002867641,1741998,1,0.00296,-2.8832407,-3.629362,-0.0026126415,167385,10.407043641903396
-3.544375,74506.07140421867,167448,0.0006910924005034582,0.0,3.7726846,0.705964,0.001,2.5867023,-0.082146086,23.394039803061045,1.0,0.11132674,0.85808444,-15.1,3.7567003,-9.41047967130094,1742998,1,0.01018,-2.828749,-3.5633616,-0.0026094466,167448,10.40917180258946
-3.544369,74549.03231596947,167499,0.0006750296155177731,0.0,3.7618923,0.70589817,0.001,2.5872326,-0.07827243,23.393972340354722,1.0,0.11208493,0.85445106,-16.63,3.7377577,-9.413190526510606,1743998,1,0.00227,-2.8975818,-3.6187446,-0.0025928603,167499,10.411883056018246
-3.5445118,74592.30902957916,167562,0.0006974100270474861,0.0,3.7771044,0.7058513,0.001,2.6349518,-0.08085515,23.39380591245715,1.0,0.121134765,0.8557531,-16.85,3.7440207,-9.4151537938196,1744998,1,0.00282,-2.8425894,-3.5818343,-0.002608573,167562,10.413846814910302
-3.5444932,74635.12504434586,167631,0.0007042772909915535,0.0,3.775934,0.70579445,0.001,2.6349552,-0.07971635,23.39378407904566,1.0,0.10278774,0.85605353,-13.25,3.7391562,-9.416927656579034,1745998,1,0.00969,-2.8179543,-3.5623338,-0.002648939,167631,10.41562121564627
-3.544713,74677.6710627079,167662,0.0007664581228955901,0.0,3.770306,0.70571446,0.001,2.5586894,-0.09896982,23.39384685059368,0.99,0.09986554,0.85563374,-19.33,3.7388635,-9.421067385573355,1746998,1,0.12515,-2.8685863,-3.6066031,-0.0026592775,167662,10.419755221815318
-3.5448883,74719.89593911171,167712,0.0007774872933129701,0.0,3.7834182,0.70565355,0.001,2.5567617,-0.09048355,23.394010096379432,0.98,0.098235786,0.85249877,-20.91,3.7527006,-9.423392482350696,1747998,1,0.02397,-2.889478,-3.6287332,-0.0026273972,167712,10.422074747185652
-3.5447845,74762.6331410408,167764,0.0007097654001239496,0.0,3.779372,0.7055829,0.001,2.5730875,-0.079889484,23.394012844631753,0.99,0.1264334,0.8553726,-17.76,3.7584765,-9.426176056841754,1748998,1,0.01988,-2.9105554,-3.632441,-0.0026276384,167764,10.424858730120883
-3.544993,74806.2433385849,167818,0.0007101297666020471,0.0,3.7937686,0.70552105,0.001,2.5938358,-0.07378837,23.393742579469365,1.0,0.10607807,0.85308605,-18.26,3.7491896,-9.429274571261724,1749998,1,0.01688,-2.8555856,-3.6200953,-0.0026440623,167818,10.42795766842651
-3.5460775,74848.79332566261,167864,0.0007479396970853363,0.0,3.8151455,0.7054513,0.001,2.578364,-0.07366214,23.3938039906871,0.99,0.09218751,0.85449815,-19.24,3.784707,-9.432022351427346,1750998,1,0.00467,-2.8893747,-3.6264195,-0.0026381023,167864,10.430699852261354
-3.5463593,74892.22277855873,167902,0.000741218017073348,0.0,3.795363,0.7053821,0.001,2.562702,-0.062080603,23.393590615948288,0.99,0.10630137,0.8612631,-21.63,3.7464018,-9.435843527772153,1751998,1,0.09394,-2.7873254,-3.5493956,-0.002619333,167902,10.434521327917476
-3.5465457,74935.75936508179,167963,0.0007166181717965109,0.0,3.7858498,0.7053189,0.001,2.5551145,-0.08975228,23.393344043656327,1.0,0.110215284,0.8532182,-19.68,3.7543402,-9.438132207688598,1752998,1,0.04152,-2.7335124,-3.487718,-0.0026273578,167963,10.436810488024149
-3.5470607,74979.63565731049,168024,0.0007640666006326262,0.0,3.7793922,0.70526457,0.001,2.547242,-0.060965836,23.392991772013044,0.99,0.10498983,0.8598439,-15.7,3.7348337,-9.44022282531067,1753998,1,0.03882,-2.8355217,-3.5841825,-0.0026316573,168024,10.438895633957054
-3.5470965,75023.75100827217,168085,0.00076317173250142,0.0,3.7977166,0.7052181,0.001,2.5265834,-0.06304117,23.392565373150866,0.99,0.08881923,0.8565385,-16.51,3.75628,-9.442472558526935,1754998,1,0.00039,-2.8660886,-3.6170092,-0.0026290512,168085,10.441145848826487
-3.547272,75068.01964521408,168150,0.0007356877017058053,0.0,3.7965016,0.7051672,0.001,2.5664072,-0.08547262,23.392091709614622,1.0,0.11005272,0.85184216,-14.49,3.7678103,-9.44437704430568,1755998,1,0.04582,-2.8663805,-3.6103091,-0.0026507569,168150,10.443050847457627
-3.5481927,75111.64497160912,168195,0.0008049546844155209,0.0,3.807992,0.7051014,0.001,2.536473,-0.104118206,23.3918189471701,0.98,0.09895173,0.85357064,-17.27,3.7720377,-9.447242783673712,1756998,1,0.05814,-2.8300455,-3.5759432,-0.0026566116,168195,10.445905050685216
-3.5481203,75156.41361784935,168258,0.0007695981991844017,0.0,3.8096836,0.70504564,0.001,2.5508957,-0.056599826,23.391190656581337,0.98,0.10816446,0.8588519,-17.64,3.7731965,-9.449535831877236,1757998,1,0.07077,-2.8243935,-3.5640326,-0.0026405095,168258,10.448198599769402
-3.5481503,75199.13141107559,168312,0.0007123293923749927,0.0,3.8114073,0.7049809,0.001,2.531294,-0.06755375,23.39120102843274,1.0,0.10320114,0.8533131,-16.48,3.771531,-9.452136508389183,1758998,1,0.22718,-2.8337827,-3.5919724,-0.0026529597,168312,10.450799705309187
-3.5482588,75242.46770811081,168362,0.0007151344732041389,0.0,3.7784874,0.70491165,0.001,2.530489,-0.09840935,23.391019109415517,1.0,0.12401101,0.8516829,-17.4,3.746117,-9.454413703804896,1759998,1,0.06989,-2.8468022,-3.5660486,-0.0026379684,168362,10.453077297727516
-3.5485916,75285.47352743149,168416,0.0007472188014746797,0.0,3.7979102,0.70485985,0.001,2.552805,-0.08574518,23.390940077681144,0.99,0.12137285,0.8564148,-16.91,3.7712824,-9.457557476724302,1760998,1,0.00289,-2.833459,-3.5730596,-0.0026258498,168416,10.456215561466845
-3.5485404,75328.42466855049,168482,0.0007107311117393499,0.0,3.7854197,0.7048153,0.001,2.5574803,-0.09067329,23.390878114774004,1.0,0.10546763,0.8565586,-15.01,3.754153,-9.459408126684156,1761998,1,0.09683,-2.8448277,-3.5747743,-0.0026402331,168482,10.458066737099513
-3.5487626,75371.95230722427,168526,0.001263234647394901,0.0,3.8105931,0.7047434,0.001,2.5550392,-0.054795068,23.39063731311919,0.98,0.100217715,0.8555062,-17.69,3.7730837,-9.4626111104518,1762998,1,0.03623,-2.8538737,-3.602903,-0.002630881,168526,10.461258203481956
-3.548987,75415.60839509964,168583,0.001234043351618911,0.0,3.7900434,0.7046956,0.001,2.5787423,-0.07945928,23.390356950493302,0.98,0.10373805,0.85803634,-18.84,3.7548172,-9.465005368275568,1763998,1,0.11072,-2.77423,-3.527847,-0.0026544898,168583,10.463652918740324
-3.5489929,75459.86695289612,168631,0.0007036300697946247,0.0,3.8139296,0.70463175,0.001,2.572824,-0.08862013,23.389890166407987,1.0,0.1151824,0.8544776,-18.21,3.781174,-9.467992243419063,1764998,1,0.0005,-2.8715868,-3.6136212,-0.0026400124,168631,10.46664017885205
